true_position,pred_position,pipe_id
0.2,0.25706446170806885,1
0.2,0.5735328793525696,1
0.2,0.3447241485118866,1
0.2,0.6948361396789551,1
0.2,0.3112508952617645,1
0.2,0.6732704639434814,1
0.2,0.25382760167121887,1
0.2,0.3852752149105072,1
0.2,0.3623843193054199,1
0.2,0.4452144503593445,1
0.2,0.3009972870349884,1
0.2,0.44315460324287415,1
0.2,0.06646352261304855,1
0.2,0.5759795904159546,1
0.2,0.051713865250349045,1
0.2,0.6116123795509338,1
0.2,0.059267137199640274,1
0.2,0.5987421870231628,1
0.2,0.05318719521164894,1
0.2,0.24658513069152832,1
0.2,0.060666583478450775,1
0.2,0.413025438785553,1
0.2,0.053476911038160324,1
0.2,0.29019349813461304,1
0.2,0.10237514972686768,1
0.2,0.456434965133667,1
0.2,0.5920690894126892,1
0.2,0.08224663138389587,1
0.2,0.6123414039611816,1
0.2,0.09437764436006546,1
0.2,0.6223282217979431,1
0.2,0.08541180938482285,1
0.2,0.29546213150024414,1
0.2,0.10206598043441772,1
0.2,0.3963991403579712,1
0.2,0.0857023298740387,1
0.2,0.3393395245075226,1
0.4,0.34777867794036865,1
0.4,0.5992733240127563,1
0.4,0.4385663568973541,1
0.4,0.7373002767562866,1
0.4,0.40639960765838623,1
0.4,0.6987361907958984,1
0.4,0.3678479492664337,1
0.4,0.47898396849632263,1
0.4,0.46073827147483826,1
0.4,0.45087748765945435,1
0.4,0.4200727045536041,1
0.4,0.5487561225891113,1
0.4,0.20208215713500977,1
0.4,0.474447637796402,1
0.4,0.6154032349586487,1
0.4,0.21062493324279785,1
0.4,0.6995963454246521,1
0.4,0.23485513031482697,1
0.4,0.6673154830932617,1
0.4,0.20756080746650696,1
0.4,0.39002442359924316,1
0.4,0.2476034313440323,1
0.4,0.4388655126094818,1
0.4,0.240688756108284,1
0.4,0.4374840557575226,1
0.4,0.3613884449005127,1
0.4,0.5832628607749939,1
0.4,0.629182755947113,1
0.4,0.3071705102920532,1
0.4,0.7309397459030151,1
0.4,0.326381117105484,1
0.4,0.6820342540740967,1
0.4,0.3487166464328766,1
0.4,0.5365737080574036,1
0.4,0.35459184646606445,1
0.4,0.44088733196258545,1
0.4,0.30095621943473816,1
0.4,0.5711827874183655,1
0.6,0.451225608587265,1
0.6,0.6267184615135193,1
0.6,0.5053711533546448,1
0.6,0.7708306908607483,1
0.6,0.49558860063552856,1
0.6,0.7185682654380798,1
0.6,0.4744627773761749,1
0.6,0.5645285248756409,1
0.6,0.5398579835891724,1
0.6,0.4571487307548523,1
0.6,0.510932207107544,1
0.6,0.6300411224365234,1
0.6,0.5270626544952393,1
0.6,0.5675009489059448,1
0.6,0.6403309106826782,1
0.6,0.5465048551559448,1
0.6,0.7678903937339783,1
0.6,0.5362997651100159,1
0.6,0.7150563597679138,1
0.6,0.5400501489639282,1
0.6,0.5628696084022522,1
0.6,0.5794265866279602,1
0.6,0.46383267641067505,1
0.6,0.5607526898384094,1
0.6,0.6065475940704346,1
0.6,0.6044686436653137,1
0.6,0.6543474197387695,1
0.6,0.6610616445541382,1
0.6,0.5882470607757568,1
0.6,0.8098109364509583,1
0.6,0.6087966561317444,1
0.6,0.7225850820541382,1
0.6,0.6194366216659546,1
0.6,0.669258713722229,1
0.6,0.6233251690864563,1
0.6,0.47827333211898804,1
0.6,0.5857380628585815,1
0.6,0.7078248858451843,1
0.8,0.549638569355011,1
0.8,0.6480361819267273,1
0.8,0.5713377594947815,1
0.8,0.7933863401412964,1
0.8,0.5746361613273621,1
0.8,0.7341892123222351,1
0.8,0.5687756538391113,1
0.8,0.6490857601165771,1
0.8,0.6100767254829407,1
0.8,0.46697235107421875,1
0.8,0.5884429216384888,1
0.8,0.7013764381408691,1
0.8,0.7205849289894104,1
0.8,0.6514045000076294,1
0.8,0.6621614098548889,1
0.8,0.7422450184822083,1
0.8,0.8161677718162537,1
0.8,0.7392717599868774,1
0.8,0.7420750856399536,1
0.8,0.7554486989974976,1
0.8,0.7165443301200867,1
0.8,0.7627040147781372,1
0.8,0.4843357503414154,1
0.8,0.7316750288009644,1
0.8,0.7510120272636414,1
0.8,0.743996262550354,1
0.8,0.6913200616836548,1
0.8,0.6905933022499084,1
0.8,0.7656898498535156,1
0.8,0.8414437770843506,1
0.8,0.7712771892547607,1
0.8,0.75404953956604,1
0.8,0.7724667191505432,1
0.8,0.7642545700073242,1
0.8,0.7733756899833679,1
0.8,0.5035223364830017,1
0.8,0.7574663162231445,1
0.8,0.7911274433135986,1
0.2,0.21785326302051544,2
0.2,0.42219364643096924,2
0.2,0.4353938400745392,2
0.2,0.25506871938705444,2
0.2,0.24788379669189453,2
0.2,0.22004981338977814,2
0.2,0.4008854329586029,2
0.2,0.27430394291877747,2
0.2,0.4058245122432709,2
0.2,0.25533464550971985,2
0.2,0.4485183358192444,2
0.2,0.1393597424030304,2
0.2,0.3983917236328125,2
0.2,0.17353658378124237,2
0.2,0.4881798326969147,2
0.2,0.17884685099124908,2
0.2,0.3949032723903656,2
0.2,0.1847129762172699,2
0.2,0.2912760078907013,2
0.2,0.18254354596138,2
0.2,0.3947451710700989,2
0.2,0.1549662947654724,2
0.2,0.20491266250610352,2
0.2,0.4019484519958496,2
0.2,0.4031510055065155,2
0.2,0.43801018595695496,2
0.2,0.41410794854164124,2
0.2,0.39691251516342163,2
0.2,0.3774706721305847,2
0.2,0.4073382019996643,2
0.2,0.40446344017982483,2
0.2,0.3821392059326172,2
0.2,0.3250317871570587,2
0.4,0.3225048780441284,2
0.4,0.4297293722629547,2
0.4,0.4384521245956421,2
0.4,0.3728746175765991,2
0.4,0.36766383051872253,2
0.4,0.3280138075351715,2
0.4,0.47972404956817627,2
0.4,0.3919920027256012,2
0.4,0.4217430651187897,2
0.4,0.3737817108631134,2
0.4,0.49593818187713623,2
0.4,0.29096725583076477,2
0.4,0.3278146982192993,2
0.4,0.4954085350036621,2
0.4,0.3267432749271393,2
0.4,0.3690436780452728,2
0.4,0.39238983392715454,2
0.4,0.3215745687484741,2
0.4,0.4228687882423401,2
0.4,0.29138290882110596,2
0.4,0.33005937933921814,2
0.4,0.45099663734436035,2
0.4,0.5447389483451843,2
0.4,0.41732606291770935,2
0.4,0.5500468015670776,2
0.4,0.4959776699542999,2
0.4,0.3843379616737366,2
0.4,0.5499996542930603,2
0.4,0.4371245801448822,2
0.4,0.5463156700134277,2
0.4,0.3817059099674225,2
0.6,0.4245155155658722,2
0.6,0.48094555735588074,2
0.6,0.4793154001235962,2
0.6,0.445069283246994,2
0.6,0.4907692074775696,2
0.6,0.44111981987953186,2
0.6,0.4807766377925873,2
0.6,0.5385295748710632,2
0.6,0.4499405026435852,2
0.6,0.5038285255432129,2
0.6,0.4813339412212372,2
0.6,0.501855194568634,2
0.6,0.4953225255012512,2
0.6,0.4132774770259857,2
0.6,0.4919109046459198,2
0.6,0.44796258211135864,2
0.6,0.47542908787727356,2
0.6,0.39153018593788147,2
0.6,0.5009645223617554,2
0.6,0.4985449016094208,2
0.6,0.438548743724823,2
0.6,0.49471813440322876,2
0.6,0.46376124024391174,2
0.6,0.49862003326416016,2
0.6,0.3919062614440918,2
0.8,0.48642221093177795,2
0.8,0.5257116556167603,2
0.8,0.5254130959510803,2
0.8,0.5097388029098511,2
0.8,0.5254198312759399,2
0.8,0.46369612216949463,2
0.8,0.5280858874320984,2
0.8,0.5010179281234741,2
0.8,0.5562119483947754,2
0.8,0.5596389174461365,2
0.8,0.5330697894096375,2
0.8,0.560452401638031,2
0.8,0.5545480847358704,2
0.8,0.41671910881996155,2
0.2,0.7214465141296387,3
0.2,0.5535306930541992,3
0.2,0.48356762528419495,3
0.2,0.5440353155136108,3
0.2,0.5425949096679688,3
0.2,0.6299616098403931,3
0.2,0.5713022351264954,3
0.2,0.543734610080719,3
0.2,0.5101758241653442,3
0.2,0.5452102422714233,3
0.2,0.6006019115447998,3
0.2,0.4925989806652069,3
0.2,0.6760661005973816,3
0.2,0.6031653881072998,3
0.2,0.553466796875,3
0.2,0.5351049900054932,3
0.2,0.46608608961105347,3
0.2,0.5372171998023987,3
0.2,0.5468169450759888,3
0.2,0.5105131268501282,3
0.2,0.4701369106769562,3
0.2,0.535164475440979,3
0.2,0.5452592968940735,3
0.2,0.5364757776260376,3
0.2,0.4309368431568146,3
0.2,0.5185157656669617,3
0.2,0.6448505520820618,3
0.2,0.6407771110534668,3
0.2,0.6021208763122559,3
0.2,0.5090838670730591,3
0.2,0.45729467272758484,3
0.2,0.5026023387908936,3
0.2,0.5787795782089233,3
0.2,0.5141525268554688,3
0.2,0.5472326278686523,3
0.2,0.5091870427131653,3
0.2,0.5580942630767822,3
0.2,0.49937862157821655,3
0.2,0.4970328211784363,3
0.4,0.5520636439323425,3
0.4,0.7309563755989075,3
0.4,0.5987256765365601,3
0.4,0.5125787854194641,3
0.4,0.55031818151474,3
0.4,0.5495747327804565,3
0.4,0.6647429466247559,3
0.4,0.5512422919273376,3
0.4,0.5948143601417542,3
0.4,0.5503070950508118,3
0.4,0.534553587436676,3
0.4,0.5510514378547668,3
0.4,0.6173989176750183,3
0.4,0.5919819474220276,3
0.4,0.6954679489135742,3
0.4,0.6383680105209351,3
0.4,0.5851435661315918,3
0.4,0.6021530032157898,3
0.4,0.4715873897075653,3
0.4,0.5864725708961487,3
0.4,0.5854759216308594,3
0.4,0.611971914768219,3
0.4,0.5400528907775879,3
0.4,0.5818449258804321,3
0.4,0.5784123539924622,3
0.4,0.5658727884292603,3
0.4,0.4703766107559204,3
0.4,0.5801505446434021,3
0.4,0.6689354777336121,3
0.4,0.6780163645744324,3
0.4,0.6431859135627747,3
0.4,0.5677776336669922,3
0.4,0.4914095103740692,3
0.4,0.561265230178833,3
0.4,0.6217405200004578,3
0.4,0.5696292519569397,3
0.4,0.5991581082344055,3
0.4,0.5663612484931946,3
0.4,0.5928024053573608,3
0.4,0.5592167377471924,3
0.4,0.5561140775680542,3
0.6,0.5572438836097717,3
0.6,0.7399557828903198,3
0.6,0.6340205669403076,3
0.6,0.5399637818336487,3
0.6,0.5572149753570557,3
0.6,0.7144089341163635,3
0.6,0.5569733381271362,3
0.6,0.6992547512054443,3
0.6,0.5560463666915894,3
0.6,0.6352750658988953,3
0.6,0.5567418336868286,3
0.6,0.5570067763328552,3
0.6,0.5588939189910889,3
0.6,0.6296279430389404,3
0.6,0.6676695346832275,3
0.6,0.7136999368667603,3
0.6,0.6684228181838989,3
0.6,0.6124738454818726,3
0.6,0.6826769113540649,3
0.6,0.48871901631355286,3
0.6,0.6615740656852722,3
0.6,0.6180680990219116,3
0.6,0.6868305802345276,3
0.6,0.5984957814216614,3
0.6,0.6569063663482666,3
0.6,0.6074284911155701,3
0.6,0.6439215540885925,3
0.6,0.5258111953735352,3
0.6,0.627112090587616,3
0.6,0.6912992000579834,3
0.6,0.7079488635063171,3
0.6,0.675116777420044,3
0.6,0.6133385300636292,3
0.6,0.5422359704971313,3
0.6,0.6072679162025452,3
0.6,0.6604292392730713,3
0.6,0.6151425838470459,3
0.6,0.6435928344726562,3
0.6,0.611855685710907,3
0.6,0.6244568228721619,3
0.6,0.6055775880813599,3
0.6,0.6075360178947449,3
0.8,0.5626127123832703,3
0.8,0.748613178730011,3
0.8,0.6610881090164185,3
0.8,0.5635112524032593,3
0.8,0.5626898407936096,3
0.8,0.7122766375541687,3
0.8,0.5623717904090881,3
0.8,0.7276382446289062,3
0.8,0.5575875043869019,3
0.8,0.6729245781898499,3
0.8,0.5620966553688049,3
0.8,0.5759079456329346,3
0.8,0.5653624534606934,3
0.8,0.6571534276008606,3
0.8,0.7242072820663452,3
0.8,0.7308328151702881,3
0.8,0.6947543025016785,3
0.8,0.638028085231781,3
0.8,0.7374980449676514,3
0.8,0.5171017646789551,3
0.8,0.718223512172699,3
0.8,0.6478132009506226,3
0.8,0.7405135631561279,3
0.8,0.6455879807472229,3
0.8,0.71266108751297,3
0.8,0.6325489282608032,3
0.8,0.7017083764076233,3
0.8,0.5751837491989136,3
0.8,0.6678922176361084,3
0.8,0.711606502532959,3
0.8,0.7319460511207581,3
0.8,0.7029746174812317,3
0.8,0.6522201895713806,3
0.8,0.5895731449127197,3
0.8,0.6468467712402344,3
0.8,0.6934126615524292,3
0.8,0.6544677019119263,3
0.8,0.6825872659683228,3
0.8,0.6508288979530334,3
0.8,0.6531989574432373,3
0.8,0.645589292049408,3
0.8,0.6537572741508484,3
0.2,0.35707801580429077,4
0.2,0.7122376561164856,4
0.2,0.5086637735366821,4
0.2,0.45799243450164795,4
0.2,0.30788102746009827,4
0.2,0.6024093627929688,4
0.2,0.31501808762550354,4
0.2,0.4631497859954834,4
0.2,0.33300483226776123,4
0.2,0.47344839572906494,4
0.2,0.3196200430393219,4
0.2,0.4189925491809845,4
0.2,0.321903258562088,4
0.2,0.424419105052948,4
0.2,0.22907303273677826,4
0.2,0.6991461515426636,4
0.2,0.6286217570304871,4
0.2,0.5950696468353271,4
0.2,0.24446377158164978,4
0.2,0.2570802569389343,4
0.2,0.22314044833183289,4
0.2,0.3027348518371582,4
0.2,0.24586021900177002,4
0.2,0.27796071767807007,4
0.2,0.20962175726890564,4
0.2,0.49420231580734253,4
0.2,0.1986319124698639,4
0.2,0.22237297892570496,4
0.2,0.4588438868522644,4
0.2,0.7177520394325256,4
