,pred_pipe_1,pred_pipe_2,pred_pipe_3,pred_pipe_4,pred_pipe_5
true_pipe_1,0.8988,0.0119,0.0893,0.0,0.0
true_pipe_2,0.0298,0.6131,0.3571,0.0,0.0
true_pipe_3,0.0119,0.0119,0.9762,0.0,0.0
true_pipe_4,0.0,0.0,0.0,1.0,0.0
true_pipe_5,0.0,0.0,0.0,0.0,1.0
