,pred_pipe_1,pred_pipe_2,pred_pipe_3,pred_pipe_4,pred_pipe_5
true_pipe_1,0.7857,0.0,0.0,0.2143,0.0
true_pipe_2,0.0,0.7679,0.006,0.1964,0.0298
true_pipe_3,0.0,0.0,0.4643,0.2619,0.2738
true_pipe_4,0.0,0.0,0.0179,0.9167,0.0655
true_pipe_5,0.0,0.0,0.2381,0.3571,0.4048
