scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00529,1,3,pipe-3,1.2e-05,1.5e-05,1.0,0.05031,0.06047,0.969813,0.283982,0.346312,0.907714,0.642081,0.758352,-0.383497,4e-05,4.7e-05,0.955228,5.6e-05,6.9e-05,0.560299,0.000127,0.000149,-22.144749
scenario_00531,1,3,pipe-3,0.00087,0.002999,0.995272,0.056865,0.066578,0.885647,0.321377,0.388341,-0.119398,0.334107,0.403775,-0.258,4.7e-05,5.5e-05,0.824183,6.6e-05,8e-05,-366.560822,6.8e-05,8.4e-05,0.0
scenario_00532,1,3,pipe-3,1e-05,1.3e-05,1.0,0.141039,0.190024,0.978556,0.847429,1.001076,0.726026,1.027977,1.496959,0.844661,0.000103,0.000134,0.96311,0.000149,0.000168,-53.723068,0.000185,0.000246,0.442935
scenario_00530,1,3,pipe-3,1.6e-05,2.4e-05,1.0,0.055755,0.071366,0.985959,0.47789,0.558886,0.731156,0.507479,0.577455,0.674478,4.2e-05,5.3e-05,0.977685,9.6e-05,0.000109,0.0625,9.5e-05,0.000108,-2.695992
scenario_00533,1,3,pipe-3,6e-06,1.1e-05,1.0,0.052414,0.064723,0.901848,0.320208,0.388201,-0.095622,0.331735,0.404314,-0.200272,4.3e-05,5.4e-05,0.852136,6.6e-05,8e-05,-3520.026855,6.9e-05,8.4e-05,0.0
scenario_00534,1,3,pipe-3,6e-06,1e-05,1.0,0.059302,0.071102,0.912816,0.456016,0.520873,-0.803253,0.514169,0.598019,-1.003423,4.7e-05,5.7e-05,0.859318,9.2e-05,0.000105,-6.824836,0.000104,0.000121,-23.730219
scenario_00535,1,3,pipe-3,4e-06,8e-06,1.0,0.052596,0.064985,0.913019,0.335508,0.411098,-0.102834,0.305418,0.376457,0.22151,4.3e-05,5.4e-05,0.867941,6.9e-05,8.5e-05,0.0,6.3e-05,7.8e-05,-22.909492
scenario_00537,1,3,pipe-3,0.006392,0.022017,0.773121,0.061222,0.08109,0.852489,0.38422,0.501862,-0.803483,0.3742,0.496105,-0.673429,4.5e-05,5.6e-05,0.839796,7.1e-05,8.7e-05,-32485.101562,6.9e-05,8.6e-05,-396.628326
scenario_00536,1,3,pipe-3,8e-06,9e-06,1.0,0.049534,0.060585,0.982924,0.383895,0.426935,0.705248,0.463827,0.516593,0.107019,4e-05,4.8e-05,0.965722,7.4e-05,8.4e-05,-1.792503,9.1e-05,0.0001,-10.375964
scenario_00538,1,3,pipe-3,7e-06,1.3e-05,1.0,0.036979,0.049821,0.996144,0.809092,1.234872,0.82763,0.823618,1.114266,0.459299,2.7e-05,3.6e-05,0.994157,0.000134,0.00019,0.581541,0.000155,0.000206,-7.994531
scenario_00539,1,3,pipe-3,4e-06,9e-06,1.0,0.052387,0.064725,0.899828,0.330208,0.396041,-0.281429,0.330051,0.400109,-0.220926,4.3e-05,5.4e-05,0.844846,6.8e-05,8.2e-05,-316.949219,6.8e-05,8.3e-05,0.0
scenario_00540,1,3,pipe-3,1.5e-05,2e-05,1.0,0.0715,0.084996,0.982288,0.892372,1.150463,0.056528,1.152996,1.591051,0.760448,5.5e-05,6.4e-05,0.968697,0.000167,0.000212,-17.397173,0.000192,0.000245,0.450683
scenario_00541,1,3,pipe-3,9e-06,1.4e-05,1.0,0.100322,0.12122,0.859028,0.672531,0.764374,-0.753095,0.627755,0.709974,-0.301402,7.9e-05,9.6e-05,0.800165,0.000134,0.000152,-130231.867188,0.000124,0.000141,-57.024532
scenario_00542,1,3,pipe-3,1.2e-05,1.8e-05,1.0,0.093063,0.117518,0.96176,0.332496,0.417079,0.923494,0.928756,1.084051,-0.033476,6.8e-05,8.6e-05,0.946277,6.4e-05,8e-05,0.470558,0.000177,0.000203,-123.367744
scenario_00543,1,3,pipe-3,1.3e-05,1.8e-05,1.0,0.094796,0.119503,0.946987,0.382212,0.485319,0.881255,0.934106,1.111226,-0.409637,7.1e-05,8.9e-05,0.924754,7e-05,9.3e-05,0.199081,0.000179,0.000211,-45.688221
scenario_00544,1,3,pipe-3,1.9e-05,3.3e-05,1.0,0.108064,0.133047,0.968621,0.692882,0.792008,0.599382,0.805988,0.902453,0.507299,7.8e-05,9.5e-05,0.951151,0.000126,0.000148,-0.733498,0.000147,0.000161,-7.296431
scenario_00545,1,3,pipe-3,6e-06,1.3e-05,1.0,0.095364,0.12037,0.895359,0.593539,0.725929,-0.131508,0.605591,0.74126,-0.202532,7.5e-05,9.5e-05,0.845147,0.000118,0.000144,-1189.072754,0.000121,0.000148,0.0
scenario_00546,1,3,pipe-3,7e-06,1.1e-05,1.0,0.190262,0.217011,0.965774,1.105958,1.165763,0.520596,1.286508,1.603361,0.794874,0.000139,0.000157,0.936142,0.000199,0.000205,-81.127892,0.000235,0.000271,0.323647
scenario_00547,1,3,pipe-3,7e-06,1.5e-05,1.0,0.095409,0.120318,0.900919,0.595443,0.72555,-0.11483,0.606971,0.741671,-0.170972,7.5e-05,9.5e-05,0.856203,0.000118,0.000144,-11415.15332,0.000121,0.000148,0.0
scenario_00548,1,3,pipe-3,6e-06,1e-05,1.0,0.105974,0.129728,0.894896,0.739018,0.859248,-0.942255,0.79717,0.933072,-0.809009,8.1e-05,9.9e-05,0.843168,0.000144,0.000167,-18.819681,0.000157,0.000182,-55.058807
scenario_00549,1,3,pipe-3,7e-06,1.3e-05,1.0,0.095491,0.120583,0.907202,0.61146,0.748895,-0.120434,0.581372,0.713679,0.063729,7.5e-05,9.5e-05,0.865058,0.000122,0.000149,0.0,0.000115,0.000141,-78.531845
scenario_00550,1,3,pipe-3,7e-06,1e-05,1.0,0.086737,0.111616,0.956358,0.666222,0.737485,0.411863,0.746156,0.841869,-0.269841,6.6e-05,8.5e-05,0.916558,0.000126,0.00014,-6.831463,0.000143,0.000159,-27.518837
scenario_00551,1,3,pipe-3,2e-06,5e-06,1.0,0.095443,0.120463,0.903006,0.601878,0.732876,-0.12773,0.599591,0.732767,-0.097693,7.5e-05,9.5e-05,0.857191,0.00012,0.000146,-90858.382812,0.000119,0.000146,-1149.084595
scenario_00552,1,3,pipe-3,1.6e-05,2.4e-05,1.0,0.090743,0.113882,0.986242,0.780932,1.107812,0.8827,1.114235,1.451404,0.356735,6.3e-05,7.9e-05,0.980227,0.000134,0.000175,0.643559,0.000204,0.000261,-13.506006
scenario_00553,1,3,pipe-3,1e-05,1.9e-05,1.0,0.095283,0.120316,0.899761,0.605287,0.733062,-0.213389,0.605132,0.737275,-0.181972,7.5e-05,9.5e-05,0.852233,0.000121,0.000146,-1009.448425,0.000121,0.000147,0.0
scenario_00554,1,3,pipe-3,1.6e-05,2.1e-05,1.0,0.124473,0.138021,0.936601,1.166731,1.316376,-0.602234,1.371768,1.694391,0.683003,9.3e-05,0.000103,0.885182,0.000218,0.000244,-23.407627,0.000234,0.00027,0.334688
scenario_00555,1,4,pipe-4,4e-06,6e-06,1.0,0.006174,0.011898,0.986059,0.134691,0.187747,0.250753,0.16571,0.207855,0.26253,5e-06,1e-05,0.981675,6e-05,6.7e-05,-0.447922,3.4e-05,4.2e-05,-4.238929
scenario_00556,1,4,pipe-4,8e-06,1.1e-05,1.0,0.014562,0.021138,0.995524,0.438989,0.59211,0.715871,0.428908,0.491781,0.225333,1.2e-05,1.7e-05,0.993388,0.000147,0.000178,-0.441131,8.6e-05,9.7e-05,-27.60808
scenario_00557,1,4,pipe-4,9e-06,1.1e-05,1.0,0.01432,0.019665,0.993162,0.401796,0.511006,0.7541,0.438074,0.516538,-0.137131,1.2e-05,1.6e-05,0.989981,0.000134,0.000161,-0.339603,8.9e-05,0.000103,-10.140931
scenario_00558,1,4,pipe-4,1.2e-05,1.9e-05,1.0,0.029234,0.054018,0.988949,0.430343,0.516574,0.746928,0.336241,0.403221,0.779338,2.2e-05,3.9e-05,0.984558,0.000114,0.000139,-0.599971,6.7e-05,7.9e-05,-0.962053
scenario_00559,1,4,pipe-4,2e-06,4e-06,1.0,0.002416,0.00412,0.996886,0.050529,0.062791,0.915818,0.139512,0.170623,-0.219619,2e-06,4e-06,0.994791,5.4e-05,6.5e-05,-0.27651,2.9e-05,3.6e-05,0.0
scenario_00560,1,4,pipe-4,9e-06,1.3e-05,1.0,0.098348,0.180552,0.983187,0.59239,0.920247,0.794735,0.849562,1.459353,0.864949,6.8e-05,0.000125,0.973014,0.000127,0.000156,-10.668211,0.000148,0.000237,0.486201
scenario_00561,1,4,pipe-4,4e-06,5e-06,1.0,0.002322,0.004002,0.997625,0.052284,0.061779,0.920377,0.140767,0.170764,-0.102284,2e-06,3e-06,0.996384,5.4e-05,6.5e-05,-0.322811,3e-05,3.6e-05,0.0
scenario_00562,1,4,pipe-4,5e-06,1e-05,1.0,0.002013,0.003537,0.999508,0.180513,0.219888,0.58287,0.316838,0.377956,-0.473646,2e-06,3e-06,0.99906,4.7e-05,5.4e-05,-1.927508,6.6e-05,7.8e-05,-9.360215
scenario_00563,1,4,pipe-4,2e-06,4e-06,1.0,0.002339,0.003907,0.998384,0.067476,0.086937,0.868988,0.114138,0.14657,0.60399,2e-06,3e-06,0.997483,5e-05,6.1e-05,-0.160631,2.4e-05,3.1e-05,-2.809063
scenario_00564,1,4,pipe-4,1e-05,1.9e-05,1.0,0.021355,0.042436,0.991225,0.211723,0.24435,0.890307,0.281988,0.321559,0.574248,1.7e-05,3.5e-05,0.982315,8.1e-05,9e-05,-0.030727,5.5e-05,6.3e-05,-3.535484
scenario_00565,1,4,pipe-4,1e-06,2e-06,1.0,0.002445,0.004239,0.997615,0.058625,0.069035,0.902991,0.133218,0.162047,0.176477,2e-06,4e-06,0.996097,5.3e-05,6.4e-05,-0.293892,2.8e-05,3.4e-05,-62.170307
scenario_00566,1,4,pipe-4,1e-05,1.5e-05,1.0,0.029063,0.041253,0.996437,0.844118,1.468366,0.738694,0.661496,0.898263,0.549008,2.2e-05,3.1e-05,0.994538,0.000184,0.00028,0.255044,0.000126,0.000169,-5.028241
scenario_00567,1,4,pipe-4,2e-06,4e-06,1.0,0.002329,0.004011,0.997497,0.062664,0.071258,0.871309,0.139265,0.16689,-0.144055,2e-06,3e-06,0.995924,5.4e-05,6.4e-05,-0.410139,2.9e-05,3.5e-05,0.0
scenario_00568,1,4,pipe-4,1.6e-05,2.3e-05,1.0,0.038819,0.065627,0.991773,0.700807,1.071082,0.296405,1.01271,1.557616,0.792098,2.9e-05,4.7e-05,0.987291,0.000166,0.000204,-4.097198,0.000164,0.000236,0.489161
scenario_00569,1,4,pipe-4,6e-06,8e-06,1.0,0.009093,0.016435,0.990561,0.202235,0.23778,0.737613,0.36085,0.399268,-0.05503,8e-06,1.4e-05,0.986905,0.000139,0.000159,-0.292832,7.3e-05,8.1e-05,-18.493591
scenario_00570,1,4,pipe-4,8e-06,1.1e-05,1.0,0.020487,0.035953,0.993056,0.376169,0.528272,0.860009,0.640795,0.73806,0.142586,1.5e-05,2.7e-05,0.990523,0.000227,0.000271,-0.508667,0.000126,0.000143,-60.304684
scenario_00571,1,4,pipe-4,1.2e-05,1.8e-05,1.0,0.019004,0.028872,0.993229,0.369866,0.458664,0.878551,0.647895,0.76541,-0.244752,1.5e-05,2.2e-05,0.990351,0.000213,0.000251,-0.448133,0.000128,0.00015,-22.486269
scenario_00572,1,4,pipe-4,1.5e-05,2.4e-05,1.0,0.039032,0.083932,0.98075,0.436526,0.505825,0.816305,0.515647,0.58724,0.686675,2.7e-05,5.6e-05,0.974596,0.000193,0.000219,-1.083767,9.6e-05,0.000109,-2.762381
scenario_00573,1,4,pipe-4,3e-06,7e-06,1.0,0.005593,0.01262,0.996036,0.118009,0.144257,0.933635,0.336606,0.411608,-0.020631,5e-06,1e-05,0.993958,0.000133,0.000163,-0.310654,6.9e-05,8.5e-05,0.0
scenario_00574,1,4,pipe-4,1e-05,1.3e-05,1.0,0.095552,0.179848,0.980724,0.653046,0.930475,0.724209,1.031667,1.497995,0.841254,6.5e-05,0.000124,0.968159,0.000204,0.00021,-1.833003,0.000185,0.000247,0.441413
scenario_00575,1,4,pipe-4,4e-06,9e-06,1.0,0.005466,0.012245,0.996605,0.119735,0.143403,0.935448,0.337872,0.411855,0.022404,4e-06,1e-05,0.99501,0.000134,0.000163,-0.328525,7e-05,8.5e-05,0.0
scenario_00576,1,4,pipe-4,5e-06,9e-06,1.0,0.003802,0.007674,0.999006,0.252007,0.291787,0.673776,0.519585,0.60436,-0.738128,3e-06,6e-06,0.998426,0.000126,0.000145,-0.72173,0.000105,0.000122,-24.190695
scenario_00577,1,4,pipe-4,4e-06,8e-06,1.0,0.005545,0.012453,0.996906,0.135695,0.167995,0.917244,0.311715,0.384176,0.339979,5e-06,1e-05,0.995379,0.00013,0.000159,-0.259723,6.4e-05,7.9e-05,-23.73547
scenario_00578,1,4,pipe-4,7e-06,1.1e-05,1.0,0.027184,0.051339,0.987781,0.240856,0.261582,0.911771,0.470195,0.524134,0.147657,2.1e-05,3.9e-05,0.977283,0.00016,0.000179,-0.16329,9.2e-05,0.000102,-10.634754
scenario_00579,1,4,pipe-4,3e-06,6e-06,1.0,0.00553,0.012415,0.996656,0.126242,0.150747,0.929343,0.330386,0.40287,0.125818,5e-06,1e-05,0.99494,0.000133,0.000162,-0.316659,6.8e-05,8.3e-05,-371.487274
scenario_00580,1,4,pipe-4,1.3e-05,2.6e-05,1.0,0.034958,0.054129,0.995485,0.849409,1.435727,0.795285,0.829383,1.122306,0.481325,2.5e-05,3.9e-05,0.993211,0.000264,0.000361,0.105241,0.000156,0.000207,-8.090412
scenario_00581,1,4,pipe-4,4e-06,9e-06,1.0,0.005465,0.012494,0.996394,0.130242,0.152244,0.921308,0.336213,0.40768,0.009179,4e-06,1e-05,0.994557,0.000133,0.000162,-0.36262,6.9e-05,8.4e-05,0.0
scenario_00582,1,4,pipe-4,1.3e-05,2.1e-05,1.0,0.035353,0.063594,0.990019,0.733142,1.082471,0.001635,1.157002,1.592389,0.754473,2.6e-05,4.5e-05,0.984213,0.000225,0.00025,-1.198329,0.000193,0.000245,0.449085
scenario_00583,1,4,pipe-4,7e-06,1.3e-05,1.0,0.017295,0.040649,0.984727,0.285674,0.31998,0.882244,0.639797,0.724713,-0.058312,1.4e-05,3.1e-05,0.97902,0.000245,0.000286,-0.296635,0.000126,0.000143,-58.854465
scenario_00585,1,4,pipe-4,1e-05,1.5e-05,1.0,0.029603,0.060224,0.986827,0.32826,0.403649,0.94857,0.946339,1.126464,-0.214433,2.2e-05,4.4e-05,0.9823,0.000318,0.000377,-0.450991,0.000181,0.000213,-46.574429
scenario_00584,1,4,pipe-4,1.1e-05,1.9e-05,1.0,0.033552,0.075458,0.984571,0.314373,0.448082,0.943811,0.943048,1.103052,0.091514,2.4e-05,5.2e-05,0.980545,0.000333,0.000398,-0.490782,0.000179,0.000205,-126.131866
scenario_00586,1,4,pipe-4,2.8e-05,4.4e-05,1.0,0.058467,0.145185,0.96321,0.445834,0.516565,0.886911,0.822445,0.9249,0.541133,3.8e-05,9.2e-05,0.954943,0.0003,0.00034,-0.935391,0.000149,0.000164,-7.510127
scenario_00587,1,4,pipe-4,7e-06,1.3e-05,1.0,0.014188,0.040735,0.98844,0.20119,0.247898,0.945088,0.618572,0.757421,0.019937,1.1e-05,3.1e-05,0.983736,0.00024,0.000293,-0.320748,0.000123,0.00015,0.0
scenario_00588,1,4,pipe-4,8e-06,1.2e-05,1.0,0.094701,0.179744,0.976363,0.726462,0.950739,0.572349,1.294527,1.6075,0.785466,6.4e-05,0.000124,0.959457,0.000306,0.000312,-0.803736,0.000237,0.000272,0.318638
scenario_00589,1,4,pipe-4,8e-06,1.7e-05,1.0,0.013852,0.039827,0.989517,0.202703,0.246632,0.946169,0.619682,0.757498,0.043551,1.1e-05,3.1e-05,0.985554,0.00024,0.000294,-0.330566,0.000123,0.00015,0.0
scenario_00590,1,4,pipe-4,9e-06,1.2e-05,1.0,0.010531,0.029453,0.994737,0.340638,0.390824,0.833013,0.80878,0.947312,-0.484434,8e-06,2.2e-05,0.992653,0.000232,0.000273,-0.514862,0.000158,0.000184,-56.354988
scenario_00591,1,4,pipe-4,6e-06,1.1e-05,1.0,0.014103,0.040373,0.989944,0.219734,0.271367,0.93715,0.594216,0.72975,0.21967,1.1e-05,3.1e-05,0.986,0.000236,0.000289,-0.291718,0.000117,0.000144,-81.255226
scenario_00592,1,4,pipe-4,1.1e-05,2.1e-05,1.0,0.039813,0.082851,0.976282,0.285276,0.314155,0.936185,0.759317,0.85882,-0.109451,2.8e-05,5.7e-05,0.963206,0.000265,0.000306,-0.230684,0.000145,0.000161,-28.320766
scenario_00593,1,4,pipe-4,4e-06,9e-06,1.0,0.013989,0.040124,0.989605,0.209587,0.254137,0.943138,0.612428,0.748778,0.09829,1.1e-05,3.1e-05,0.985448,0.000239,0.000292,-0.323926,0.000121,0.000148,-1187.309692
scenario_00594,1,4,pipe-4,1.2e-05,1.7e-05,1.0,0.047288,0.093957,0.990761,0.851354,1.40223,0.850921,1.128989,1.468897,0.400221,3.3e-05,6.5e-05,0.986869,0.00037,0.000479,-0.033015,0.000206,0.000264,-13.744419
scenario_00595,1,4,pipe-4,6e-06,1.7e-05,1.0,0.013965,0.040451,0.989062,0.213524,0.25549,0.939707,0.61797,0.753267,0.036121,1.1e-05,3.1e-05,0.984707,0.00024,0.000292,-0.349345,0.000123,0.000149,0.0
scenario_00596,1,4,pipe-4,1.2e-05,2e-05,1.0,0.034603,0.06358,0.986424,0.79201,1.10653,-0.278383,1.382034,1.699451,0.666929,2.5e-05,4.5e-05,0.978022,0.000331,0.000345,-0.54589,0.000236,0.000271,0.329177
scenario_00597,1,4,pipe-4,5e-06,8e-06,1.0,0.00615,0.011888,0.986068,0.096265,0.166453,0.517991,0.16484,0.20723,0.265353,5e-06,1e-05,0.981682,6e-05,6.7e-05,-0.451178,3.4e-05,4.2e-05,-4.20568
scenario_00598,1,4,pipe-4,1e-05,1.2e-05,1.0,0.014434,0.020834,0.995638,0.528141,0.684065,0.651406,0.427815,0.490567,0.226296,1.1e-05,1.6e-05,0.993564,0.000147,0.000178,-0.440261,8.6e-05,9.7e-05,-27.486368
scenario_00599,1,4,pipe-4,9e-06,1.1e-05,1.0,0.014428,0.019935,0.992939,0.462239,0.595142,0.693586,0.437034,0.515414,-0.136686,1.2e-05,1.6e-05,0.989666,0.000134,0.00016,-0.338118,8.8e-05,0.000103,-10.084062
scenario_00600,1,4,pipe-4,2e-05,3.1e-05,1.0,0.028949,0.05373,0.989051,0.436175,0.549643,0.723494,0.335849,0.402737,0.779465,2.1e-05,3.8e-05,0.984703,0.000114,0.000138,-0.594805,6.7e-05,7.8e-05,-0.957141
scenario_00601,1,4,pipe-4,2e-06,6e-06,1.0,0.002315,0.003935,0.997118,0.0291,0.038484,0.979433,0.138584,0.169497,-0.220639,2e-06,3e-06,0.995186,5.3e-05,6.5e-05,-0.276101,2.9e-05,3.6e-05,0.0
scenario_00602,1,4,pipe-4,8e-06,1.3e-05,1.0,0.09842,0.180562,0.983197,0.541489,0.915556,0.788474,0.848976,1.459261,0.865034,6.8e-05,0.000125,0.973032,0.000127,0.000156,-10.827197,0.000147,0.000236,0.486319
scenario_00603,1,4,pipe-4,3e-06,5e-06,1.0,0.002372,0.004103,0.99747,0.031463,0.037769,0.980639,0.139979,0.169813,-0.104891,2e-06,4e-06,0.996148,5.4e-05,6.5e-05,-0.322758,3e-05,3.6e-05,0.0
scenario_00604,1,4,pipe-4,7e-06,1e-05,1.0,0.002021,0.003555,0.999502,0.126337,0.164037,0.777403,0.315809,0.376889,-0.468812,2e-06,3e-06,0.999047,4.6e-05,5.4e-05,-1.946086,6.6e-05,7.8e-05,-9.301495
scenario_00605,1,4,pipe-4,5e-06,8e-06,1.0,0.002385,0.003968,0.998315,0.024165,0.031948,0.988018,0.113347,0.145681,0.605519,2e-06,3e-06,0.997368,4.9e-05,6.1e-05,-0.159621,2.4e-05,3.1e-05,-2.758812
scenario_00606,1,4,pipe-4,7e-06,9e-06,1.0,0.021169,0.041999,0.991406,0.197483,0.257507,0.882305,0.281389,0.320668,0.576519,1.7e-05,3.5e-05,0.982664,8e-05,9e-05,-0.02985,5.5e-05,6.3e-05,-3.51544
scenario_00607,1,4,pipe-4,2e-06,5e-06,1.0,0.002355,0.004083,0.997758,0.025935,0.031607,0.986699,0.132297,0.160925,0.177908,2e-06,3e-06,0.996327,5.3e-05,6.3e-05,-0.293618,2.8e-05,3.4e-05,-61.378628
scenario_00608,1,4,pipe-4,1e-05,1.8e-05,1.0,0.029201,0.041394,0.996408,0.904935,1.560617,0.716198,0.660974,0.89745,0.549211,2.2e-05,3.1e-05,0.994493,0.000184,0.00028,0.255779,0.000126,0.000168,-5.016692
scenario_00609,1,4,pipe-4,3e-06,6e-06,1.0,0.002311,0.003987,0.997492,0.028608,0.03418,0.981408,0.138419,0.165861,-0.145923,2e-06,3e-06,0.995924,5.3e-05,6.3e-05,-0.410676,2.9e-05,3.5e-05,0.0
scenario_00610,1,4,pipe-4,1.4e-05,2.1e-05,1.0,0.038626,0.065571,0.991796,0.703467,1.067003,0.261983,1.012059,1.557494,0.792242,2.9e-05,4.7e-05,0.987337,0.000166,0.000203,-4.128425,0.000164,0.000236,0.489246
scenario_00611,1,4,pipe-4,4e-06,7e-06,1.0,0.00906,0.016329,0.990551,0.127663,0.184052,0.90333,0.358586,0.396749,-0.054276,7e-06,1.3e-05,0.986898,0.000138,0.000158,-0.29295,7.3e-05,8.1e-05,-18.255987
scenario_00612,1,4,pipe-4,8e-06,1.2e-05,1.0,0.020513,0.035906,0.993027,0.610961,0.771836,0.753707,0.638326,0.735113,0.142917,1.6e-05,2.7e-05,0.990466,0.000226,0.00027,-0.508593,0.000125,0.000142,-59.832794
scenario_00613,1,4,pipe-4,8e-06,1.2e-05,1.0,0.019066,0.028856,0.993167,0.5356,0.67987,0.781234,0.644935,0.761892,-0.24539,1.5e-05,2.2e-05,0.990272,0.000212,0.00025,-0.447669,0.000127,0.000149,-22.272926
scenario_00614,1,4,pipe-4,1.6e-05,2.6e-05,1.0,0.038908,0.083474,0.980883,0.448293,0.587932,0.786795,0.513026,0.58455,0.688032,2.7e-05,5.6e-05,0.974758,0.000193,0.000218,-1.083492,9.6e-05,0.000108,-2.73214
scenario_00615,1,4,pipe-4,3e-06,7e-06,1.0,0.005452,0.01242,0.996105,0.090656,0.11131,0.974769,0.334279,0.408757,-0.020882,4e-06,1e-05,0.994061,0.000133,0.000162,-0.31048,6.9e-05,8.4e-05,0.0
scenario_00616,1,4,pipe-4,1e-05,1.3e-05,1.0,0.0956,0.179857,0.980757,0.577075,0.918349,0.699345,1.029406,1.497322,0.841614,6.5e-05,0.000124,0.968224,0.000203,0.000209,-1.855312,0.000185,0.000246,0.442193
scenario_00617,1,4,pipe-4,8e-06,1.2e-05,1.0,0.00534,0.01204,0.996672,0.093211,0.111228,0.97514,0.335557,0.409015,0.02234,4e-06,1e-05,0.995108,0.000133,0.000162,-0.328472,6.9e-05,8.4e-05,0.0
scenario_00618,1,4,pipe-4,5e-06,9e-06,1.0,0.003822,0.007571,0.999021,0.124522,0.154405,0.938546,0.516828,0.601178,-0.740752,3e-06,6e-06,0.998446,0.000125,0.000144,-0.726194,0.000105,0.000122,-23.936266
scenario_00619,1,4,pipe-4,5e-06,9e-06,1.0,0.005428,0.012255,0.996966,0.071182,0.091327,0.984103,0.309389,0.381344,0.341908,4e-06,1e-05,0.995465,0.000129,0.000158,-0.259281,6.3e-05,7.8e-05,-23.399778
scenario_00620,1,4,pipe-4,1.1e-05,2.1e-05,1.0,0.027023,0.051174,0.987842,0.21865,0.288196,0.91175,0.467754,0.521416,0.152027,2.1e-05,3.9e-05,0.977384,0.000159,0.000178,-0.162389,9.1e-05,0.000101,-10.525054
scenario_00621,1,4,pipe-4,2e-06,5e-06,1.0,0.005433,0.012233,0.996709,0.087267,0.103427,0.978659,0.328076,0.400045,0.126391,4e-06,1e-05,0.995017,0.000132,0.000161,-0.316568,6.8e-05,8.2e-05,-366.622253
scenario_00622,1,4,pipe-4,4e-06,7e-06,1.0,0.034969,0.053924,0.995504,0.986998,1.675352,0.746972,0.827399,1.119592,0.482086,2.5e-05,3.9e-05,0.993236,0.000263,0.00036,0.106687,0.000156,0.000207,-8.050769
scenario_00623,1,4,pipe-4,6e-06,1.2e-05,1.0,0.005342,0.012301,0.996456,0.089886,0.103644,0.976994,0.333907,0.404855,0.009036,4e-06,1e-05,0.994645,0.000133,0.00016,-0.362797,6.9e-05,8.4e-05,0.0
scenario_00624,1,4,pipe-4,1.3e-05,1.9e-05,1.0,0.035759,0.063901,0.989951,0.755866,1.071787,-0.090056,1.155646,1.591949,0.754959,2.6e-05,4.6e-05,0.984084,0.000225,0.000249,-1.210339,0.000192,0.000245,0.449788
scenario_00625,1,4,pipe-4,7e-06,1e-05,1.0,0.0171,0.040109,0.984889,0.23859,0.272602,0.948333,0.635346,0.719392,-0.058532,1.3e-05,3.1e-05,0.979227,0.000243,0.000284,-0.296506,0.000125,0.000142,-58.056019
scenario_00626,1,4,pipe-4,1e-05,1.6e-05,1.0,0.033402,0.074659,0.984748,0.751991,0.923623,0.821555,0.938143,1.096995,0.091981,2.4e-05,5.2e-05,0.980745,0.000331,0.000396,-0.491202,0.000178,0.000204,-124.876572
scenario_00627,1,4,pipe-4,1.2e-05,1.8e-05,1.0,0.029285,0.059468,0.986979,0.671784,0.828677,0.839242,0.940241,1.11912,-0.215356,2.2e-05,4.3e-05,0.982489,0.000316,0.000374,-0.451244,0.00018,0.000212,-46.019459
scenario_00628,1,4,pipe-4,1.6e-05,2.7e-05,1.0,0.058022,0.143907,0.9636,0.529831,0.670756,0.857644,0.817272,0.918934,0.543365,3.8e-05,9.1e-05,0.955381,0.000298,0.000338,-0.938346,0.000148,0.000163,-7.412991
scenario_00629,1,4,pipe-4,5e-06,1.1e-05,1.0,0.013939,0.040157,0.988602,0.205063,0.252626,0.964157,0.614129,0.751964,0.019959,1.1e-05,3.1e-05,0.983946,0.000238,0.000292,-0.320655,0.000122,0.000149,0.0
scenario_00630,1,4,pipe-4,8e-06,1.2e-05,1.0,0.094711,0.179743,0.976444,0.69182,0.940204,0.494177,1.290134,1.605192,0.786664,6.4e-05,0.000124,0.959619,0.000305,0.00031,-0.810267,0.000236,0.000272,0.321205
scenario_00631,1,4,pipe-4,8e-06,1.6e-05,1.0,0.013565,0.039245,0.989676,0.207936,0.252928,0.964354,0.615188,0.751981,0.043842,1e-05,3e-05,0.985759,0.000239,0.000292,-0.330544,0.000122,0.000149,0.0
scenario_00632,1,4,pipe-4,5e-06,9e-06,1.0,0.010321,0.028887,0.994856,0.182103,0.214926,0.968893,0.803234,0.940628,-0.488081,8e-06,2.1e-05,0.992809,0.00023,0.000271,-0.516683,0.000157,0.000183,-55.638577
scenario_00633,1,4,pipe-4,5e-06,1e-05,1.0,0.013775,0.039799,0.990094,0.18449,0.228764,0.971635,0.589703,0.724206,0.22123,1.1e-05,3.1e-05,0.986194,0.000235,0.000287,-0.291426,0.000116,0.000143,-80.152809
scenario_00634,1,4,pipe-4,1e-05,2e-05,1.0,0.039791,0.082407,0.976399,0.327264,0.375938,0.935598,0.754969,0.853631,-0.108485,2.8e-05,5.7e-05,0.963243,0.000263,0.000304,-0.230049,0.000144,0.00016,-27.981459
