scenario_id,group,true_pipe,sensor,mae,rmse,r2
scenario_00264,pipe-1,1,Q5a,2e-05,2.7e-05,-2.4062
scenario_00264,pipe-1,1,OVERALL,0.041238,,
scenario_00265,pipe-1,1,P2,0.001508,0.001652,0.9743
scenario_00265,pipe-1,1,P3,0.0013,0.002896,0.9934
scenario_00265,pipe-1,1,P5,0.016223,0.039151,0.6446
scenario_00265,pipe-1,1,P6,0.026307,0.075963,0.8037
scenario_00265,pipe-1,1,Q2a,2e-06,2e-06,0.9908
scenario_00265,pipe-1,1,Q4a,3e-06,8e-06,0.0
scenario_00265,pipe-1,1,Q5a,5e-06,1.6e-05,0.5054
scenario_00265,pipe-1,1,OVERALL,0.006478,,
scenario_00266,pipe-1,1,P2,0.001532,0.001678,0.9946
scenario_00266,pipe-1,1,P3,0.00211,0.003308,0.9986
scenario_00266,pipe-1,1,P5,0.081179,0.096009,0.8393
scenario_00266,pipe-1,1,P6,0.079427,0.106283,0.6855
scenario_00266,pipe-1,1,Q2a,2e-06,2e-06,0.9986
scenario_00266,pipe-1,1,Q4a,1.7e-05,2e-05,0.4119
scenario_00266,pipe-1,1,Q5a,1.7e-05,2.2e-05,-0.1366
scenario_00266,pipe-1,1,OVERALL,0.023469,,
scenario_00267,pipe-1,1,P2,0.001564,0.001716,0.9997
scenario_00267,pipe-1,1,P3,0.013965,0.037157,0.9942
scenario_00267,pipe-1,1,P5,0.273987,0.584811,0.615
scenario_00267,pipe-1,1,P6,0.600433,1.423022,0.7327
scenario_00267,pipe-1,1,Q2a,1.1e-05,2.9e-05,0.9909
scenario_00267,pipe-1,1,Q4a,5.2e-05,0.000111,-237.8969
scenario_00267,pipe-1,1,Q5a,9.5e-05,0.000214,0.4594
scenario_00267,pipe-1,1,OVERALL,0.127158,,
scenario_00268,pipe-1,1,P2,0.001522,0.001667,0.995
scenario_00268,pipe-1,1,P3,0.002107,0.003836,0.9982
scenario_00268,pipe-1,1,P5,0.098922,0.22097,0.7847
scenario_00268,pipe-1,1,P6,0.056795,0.111666,0.5956
scenario_00268,pipe-1,1,Q2a,2e-06,3e-06,0.998
scenario_00268,pipe-1,1,Q4a,2e-05,4.4e-05,0.4758
scenario_00268,pipe-1,1,Q5a,1.2e-05,2.3e-05,0.0
scenario_00268,pipe-1,1,OVERALL,0.022769,,
scenario_00269,pipe-1,1,P2,0.001592,0.001746,0.9998
scenario_00269,pipe-1,1,P3,0.011661,0.02355,0.9982
scenario_00269,pipe-1,1,P5,1.225067,2.029909,0.6425
scenario_00269,pipe-1,1,P6,0.524445,0.802057,0.4647
scenario_00269,pipe-1,1,Q2a,9e-06,1.8e-05,0.9976
scenario_00269,pipe-1,1,Q4a,0.00019,0.000307,0.3043
scenario_00269,pipe-1,1,Q5a,0.000102,0.000155,-35.5197
scenario_00269,pipe-1,1,OVERALL,0.251867,,
scenario_00270,pipe-1,1,P2,0.001531,0.001677,0.9984
scenario_00270,pipe-1,1,P3,0.002726,0.00567,0.9991
scenario_00270,pipe-1,1,P5,0.082989,0.138409,0.8939
scenario_00270,pipe-1,1,P6,0.058622,0.082662,0.9586
scenario_00270,pipe-1,1,Q2a,2e-06,4e-06,0.9989
scenario_00270,pipe-1,1,Q4a,1.7e-05,2.9e-05,0.4958
scenario_00270,pipe-1,1,Q5a,1.3e-05,1.8e-05,0.6304
scenario_00270,pipe-1,1,OVERALL,0.020843,,
scenario_00271,pipe-1,1,P2,0.001675,0.001839,0.9999
scenario_00271,pipe-1,1,P3,0.024329,0.042379,0.9948
scenario_00271,pipe-1,1,P5,2.334249,2.792076,0.2531
scenario_00271,pipe-1,1,P6,0.951949,1.111955,0.0102
scenario_00271,pipe-1,1,Q2a,1.9e-05,3.2e-05,0.9909
scenario_00271,pipe-1,1,Q4a,0.000361,0.000424,-0.5936
scenario_00271,pipe-1,1,Q5a,0.000183,0.000215,0.0
scenario_00271,pipe-1,1,OVERALL,0.473252,,
scenario_00272,pipe-1,1,P2,0.00156,0.001711,0.9996
scenario_00272,pipe-1,1,P3,0.006112,0.011499,0.9993
scenario_00272,pipe-1,1,P5,0.147751,0.343805,0.8204
scenario_00272,pipe-1,1,P6,0.093732,0.179053,0.8456
scenario_00272,pipe-1,1,Q2a,5e-06,8e-06,0.999
scenario_00272,pipe-1,1,Q4a,2.9e-05,6.4e-05,0.5041
scenario_00272,pipe-1,1,Q5a,1.9e-05,3.7e-05,-4.416
scenario_00272,pipe-1,1,OVERALL,0.035601,,
scenario_00273,pipe-1,1,P2,0.001555,0.001703,0.9992
scenario_00273,pipe-1,1,P3,0.016894,0.050866,0.9665
scenario_00273,pipe-1,1,P5,0.196432,0.37704,0.4984
scenario_00273,pipe-1,1,P6,0.214181,0.384252,0.4794
scenario_00273,pipe-1,1,Q2a,1.3e-05,3.9e-05,0.9505
scenario_00273,pipe-1,1,Q4a,3.8e-05,7e-05,-259.5369
scenario_00273,pipe-1,1,Q5a,4.1e-05,7.1e-05,0.0
scenario_00273,pipe-1,1,OVERALL,0.061308,,
scenario_00274,pipe-1,1,P2,0.004571,0.005007,0.9346
scenario_00274,pipe-1,1,P3,0.001209,0.002793,0.9909
scenario_00274,pipe-1,1,P5,0.015462,0.025719,0.694
scenario_00274,pipe-1,1,P6,0.019287,0.041103,0.8093
scenario_00274,pipe-1,1,Q2a,3e-06,4e-06,0.9177
scenario_00274,pipe-1,1,Q4a,3e-06,5e-06,-2.4681
scenario_00274,pipe-1,1,Q5a,4e-06,9e-06,0.4467
scenario_00274,pipe-1,1,OVERALL,0.005791,,
scenario_00275,pipe-1,1,P2,0.004698,0.005147,0.984
scenario_00275,pipe-1,1,P3,0.006749,0.014381,0.9928
scenario_00275,pipe-1,1,P5,0.259575,0.420545,0.7225
scenario_00275,pipe-1,1,P6,0.160855,0.230139,0.4894
scenario_00275,pipe-1,1,Q2a,7e-06,1.1e-05,0.9908
scenario_00275,pipe-1,1,Q4a,5.2e-05,8.1e-05,0.3093
scenario_00275,pipe-1,1,Q5a,3.3e-05,4.7e-05,-19.9707
scenario_00275,pipe-1,1,OVERALL,0.06171,,
scenario_00276,pipe-1,1,P2,0.004732,0.005187,0.9958
scenario_00276,pipe-1,1,P3,0.014739,0.034279,0.9904
scenario_00276,pipe-1,1,P5,0.155843,0.36687,0.6453
scenario_00276,pipe-1,1,P6,0.303545,0.814501,0.7693
scenario_00276,pipe-1,1,Q2a,1.1e-05,2.4e-05,0.9875
scenario_00276,pipe-1,1,Q4a,2.9e-05,6.8e-05,-46.7029
scenario_00276,pipe-1,1,Q5a,5.3e-05,0.000134,0.4809
scenario_00276,pipe-1,1,OVERALL,0.068422,,
scenario_00277,pipe-1,1,P2,0.004751,0.00521,0.9972
scenario_00277,pipe-1,1,P3,0.01224,0.021539,0.997
scenario_00277,pipe-1,1,P5,0.364386,0.570841,0.6379
scenario_00277,pipe-1,1,P6,0.342572,0.532982,0.5115
scenario_00277,pipe-1,1,Q2a,9e-06,1.5e-05,0.9965
scenario_00277,pipe-1,1,Q4a,7e-05,0.00011,-0.4966
scenario_00277,pipe-1,1,Q5a,6.8e-05,0.000104,0.0
scenario_00277,pipe-1,1,OVERALL,0.103442,,
scenario_00278,pipe-1,1,P2,0.004576,0.00501,0.9925
scenario_00278,pipe-1,1,P3,0.001975,0.004866,0.9972
scenario_00278,pipe-1,1,P5,0.042211,0.084148,0.6685
scenario_00278,pipe-1,1,P6,0.040184,0.082888,0.6648
scenario_00278,pipe-1,1,Q2a,5e-06,6e-06,0.9828
scenario_00278,pipe-1,1,Q4a,9e-06,1.8e-05,-6.4151
scenario_00278,pipe-1,1,Q5a,8e-06,1.8e-05,0.0
scenario_00278,pipe-1,1,OVERALL,0.01271,,
scenario_00279,pipe-1,1,P2,0.0047,0.005149,0.9873
scenario_00279,pipe-1,1,P3,0.002647,0.004275,0.9981
scenario_00279,pipe-1,1,P5,0.108794,0.156538,0.704
scenario_00279,pipe-1,1,P6,0.075342,0.093056,0.6566
scenario_00279,pipe-1,1,Q2a,3e-06,3e-06,0.9968
scenario_00279,pipe-1,1,Q4a,2.3e-05,3.3e-05,0.2594
scenario_00279,pipe-1,1,Q5a,1.6e-05,2e-05,-0.6281
scenario_00279,pipe-1,1,OVERALL,0.027361,,
scenario_00280,pipe-1,1,P2,0.004593,0.005031,0.962
scenario_00280,pipe-1,1,P3,0.001122,0.002349,0.9986
scenario_00280,pipe-1,1,P5,0.022082,0.041581,0.7379
scenario_00280,pipe-1,1,P6,0.022321,0.042156,0.9036
scenario_00280,pipe-1,1,Q2a,3e-06,4e-06,0.9895
scenario_00280,pipe-1,1,Q4a,5e-06,9e-06,0.0
scenario_00280,pipe-1,1,Q5a,5e-06,9e-06,0.6432
scenario_00280,pipe-1,1,OVERALL,0.007162,,
scenario_00281,pipe-1,1,P2,0.004614,0.005053,0.9161
scenario_00281,pipe-1,1,P3,0.00215,0.003979,0.9967
scenario_00281,pipe-1,1,P5,0.084923,0.128854,0.7543
scenario_00281,pipe-1,1,P6,0.071654,0.093158,0.3217
scenario_00281,pipe-1,1,Q2a,4e-06,4e-06,0.9933
scenario_00281,pipe-1,1,Q4a,1.8e-05,2.7e-05,0.4319
scenario_00281,pipe-1,1,Q5a,1.5e-05,2e-05,-19.0668
scenario_00281,pipe-1,1,OVERALL,0.02334,,
scenario_00282,pipe-1,1,P2,0.004792,0.005255,0.9973
scenario_00282,pipe-1,1,P3,0.017573,0.032116,0.995
scenario_00282,pipe-1,1,P5,0.162992,0.38986,0.6788
scenario_00282,pipe-1,1,P6,0.304851,0.860709,0.7692
scenario_00282,pipe-1,1,Q2a,1.3e-05,2.3e-05,0.9937
scenario_00282,pipe-1,1,Q4a,3e-05,7.3e-05,-148.5256
scenario_00282,pipe-1,1,Q5a,5.2e-05,0.000139,0.5017
scenario_00282,pipe-1,1,OVERALL,0.070043,,
scenario_00283,pipe-1,1,P2,0.004584,0.005022,0.9555
scenario_00283,pipe-1,1,P3,0.001411,0.002884,0.9957
scenario_00283,pipe-1,1,P5,0.035762,0.077617,0.8036
scenario_00283,pipe-1,1,P6,0.025606,0.044242,0.6267
scenario_00283,pipe-1,1,Q2a,3e-06,4e-06,0.9732
scenario_00283,pipe-1,1,Q4a,7e-06,1.6e-05,0.4818
scenario_00283,pipe-1,1,Q5a,5e-06,9e-06,0.0
scenario_00283,pipe-1,1,OVERALL,0.009625,,
scenario_00284,pipe-1,1,P2,0.004564,0.004995,0.9966
scenario_00284,pipe-1,1,P3,0.004771,0.012297,0.9952
scenario_00284,pipe-1,1,P5,0.081568,0.147401,0.7573
scenario_00284,pipe-1,1,P6,0.092037,0.160138,0.6948
scenario_00284,pipe-1,1,Q2a,6e-06,1.1e-05,0.9855
scenario_00284,pipe-1,1,Q4a,1.7e-05,2.9e-05,-48.8795
scenario_00284,pipe-1,1,Q5a,1.9e-05,3.2e-05,-7678.3885
scenario_00284,pipe-1,1,OVERALL,0.02614,,
scenario_00285,pipe-1,1,P2,0.004796,0.005259,0.9973
scenario_00285,pipe-1,1,P3,0.007301,0.01172,0.9993
scenario_00285,pipe-1,1,P5,0.185026,0.282125,0.7681
scenario_00285,pipe-1,1,P6,0.094889,0.131224,0.9233
scenario_00285,pipe-1,1,Q2a,5e-06,7e-06,0.9993
scenario_00285,pipe-1,1,Q4a,3.7e-05,5.6e-05,0.3286
scenario_00285,pipe-1,1,Q5a,2e-05,2.7e-05,-2.4066
scenario_00285,pipe-1,1,OVERALL,0.041725,,
scenario_00286,pipe-1,1,P2,0.004575,0.005011,0.9433
scenario_00286,pipe-1,1,P3,0.001329,0.002852,0.9953
scenario_00286,pipe-1,1,P5,0.016251,0.039201,0.6853
scenario_00286,pipe-1,1,P6,0.026311,0.075905,0.8099
scenario_00286,pipe-1,1,Q2a,3e-06,4e-06,0.9734
scenario_00286,pipe-1,1,Q4a,3e-06,8e-06,0.0
scenario_00286,pipe-1,1,Q5a,5e-06,1.6e-05,0.5053
scenario_00286,pipe-1,1,OVERALL,0.006925,,
scenario_00287,pipe-1,1,P2,0.004651,0.005095,0.9665
scenario_00287,pipe-1,1,P3,0.002195,0.0034,0.9986
scenario_00287,pipe-1,1,P5,0.081204,0.096015,0.8395
scenario_00287,pipe-1,1,P6,0.079465,0.106345,0.6695
scenario_00287,pipe-1,1,Q2a,3e-06,3e-06,0.9968
scenario_00287,pipe-1,1,Q4a,1.7e-05,2e-05,0.4119
scenario_00287,pipe-1,1,Q5a,1.7e-05,2.2e-05,-0.1366
scenario_00287,pipe-1,1,OVERALL,0.023936,,
scenario_00288,pipe-1,1,P2,0.004742,0.005202,0.9977
scenario_00288,pipe-1,1,P3,0.014014,0.037094,0.9943
scenario_00288,pipe-1,1,P5,0.274046,0.584713,0.6185
scenario_00288,pipe-1,1,P6,0.600373,1.423095,0.7334
scenario_00288,pipe-1,1,Q2a,1.2e-05,2.8e-05,0.9915
scenario_00288,pipe-1,1,Q4a,5.2e-05,0.000111,-237.9047
scenario_00288,pipe-1,1,Q5a,9.5e-05,0.000214,0.4594
scenario_00288,pipe-1,1,OVERALL,0.127619,,
scenario_00289,pipe-1,1,P2,0.004607,0.005047,0.9756
scenario_00289,pipe-1,1,P3,0.002148,0.003809,0.9984
scenario_00289,pipe-1,1,P5,0.098971,0.221026,0.7875
scenario_00289,pipe-1,1,P6,0.056847,0.111626,0.6138
scenario_00289,pipe-1,1,Q2a,3e-06,4e-06,0.9965
scenario_00289,pipe-1,1,Q4a,2e-05,4.4e-05,0.4758
scenario_00289,pipe-1,1,Q5a,1.2e-05,2.3e-05,0.0
scenario_00289,pipe-1,1,OVERALL,0.02323,,
scenario_00290,pipe-1,1,P2,0.004822,0.005291,0.9982
scenario_00290,pipe-1,1,P3,0.011406,0.022905,0.9984
scenario_00290,pipe-1,1,P5,1.225412,2.03024,0.6436
scenario_00290,pipe-1,1,P6,0.524095,0.801689,0.4698
scenario_00290,pipe-1,1,Q2a,9e-06,1.6e-05,0.9979
scenario_00290,pipe-1,1,Q4a,0.00019,0.000307,0.3043
scenario_00290,pipe-1,1,Q5a,0.000102,0.000155,-35.5188
scenario_00290,pipe-1,1,OVERALL,0.252291,,
scenario_00291,pipe-1,1,P2,0.00464,0.005083,0.9885
scenario_00291,pipe-1,1,P3,0.002725,0.005536,0.9992
scenario_00291,pipe-1,1,P5,0.082949,0.138339,0.8951
scenario_00291,pipe-1,1,P6,0.058753,0.082809,0.9592
scenario_00291,pipe-1,1,Q2a,4e-06,5e-06,0.9986
scenario_00291,pipe-1,1,Q4a,1.7e-05,2.9e-05,0.4957
scenario_00291,pipe-1,1,Q5a,1.3e-05,1.8e-05,0.6304
scenario_00291,pipe-1,1,OVERALL,0.0213,,
scenario_00292,pipe-1,1,P2,0.005078,0.00558,0.9992
scenario_00292,pipe-1,1,P3,0.023925,0.041455,0.995
scenario_00292,pipe-1,1,P5,2.334621,2.792522,0.2536
scenario_00292,pipe-1,1,P6,0.951523,1.11147,0.0144
scenario_00292,pipe-1,1,Q2a,1.8e-05,3e-05,0.9919
scenario_00292,pipe-1,1,Q4a,0.000361,0.000424,-0.5936
scenario_00292,pipe-1,1,Q5a,0.000183,0.000215,0.0
scenario_00292,pipe-1,1,OVERALL,0.473673,,
scenario_00293,pipe-1,1,P2,0.00474,0.005198,0.9971
scenario_00293,pipe-1,1,P3,0.006117,0.011271,0.9993
scenario_00293,pipe-1,1,P5,0.147768,0.343821,0.822
scenario_00293,pipe-1,1,P6,0.093621,0.179006,0.8487
scenario_00293,pipe-1,1,Q2a,5e-06,7e-06,0.9992
scenario_00293,pipe-1,1,Q4a,2.9e-05,6.4e-05,0.5041
scenario_00293,pipe-1,1,Q5a,1.9e-05,3.7e-05,-4.416
scenario_00293,pipe-1,1,OVERALL,0.036043,,
scenario_00294,pipe-1,1,P2,0.004719,0.005171,0.9939
scenario_00294,pipe-1,1,P3,0.017017,0.05089,0.9676
scenario_00294,pipe-1,1,P5,0.196576,0.377243,0.506
scenario_00294,pipe-1,1,P6,0.214325,0.384449,0.4875
scenario_00294,pipe-1,1,Q2a,1.4e-05,3.9e-05,0.9527
scenario_00294,pipe-1,1,Q4a,3.8e-05,7e-05,-259.5659
scenario_00294,pipe-1,1,Q5a,4.1e-05,7.1e-05,0.0
scenario_00294,pipe-1,1,OVERALL,0.061819,,
scenario_00295,pipe-1,1,P2,0.009278,0.010164,0.9296
scenario_00295,pipe-1,1,P3,0.00131,0.002851,0.996
scenario_00295,pipe-1,1,P5,0.01539,0.025739,0.8101
scenario_00295,pipe-1,1,P6,0.019372,0.041106,0.8381
scenario_00295,pipe-1,1,Q2a,7e-06,8e-06,0.6539
scenario_00295,pipe-1,1,Q4a,3e-06,5e-06,-2.4681
scenario_00295,pipe-1,1,Q5a,4e-06,9e-06,0.4467
scenario_00295,pipe-1,1,OVERALL,0.006481,,
scenario_00296,pipe-1,1,P2,0.00953,0.010441,0.9593
scenario_00296,pipe-1,1,P3,0.006891,0.014329,0.9931
scenario_00296,pipe-1,1,P5,0.2595,0.42055,0.7247
scenario_00296,pipe-1,1,P6,0.161008,0.230258,0.4926
scenario_00296,pipe-1,1,Q2a,9e-06,1.1e-05,0.9903
scenario_00296,pipe-1,1,Q4a,5.2e-05,8.1e-05,0.3093
scenario_00296,pipe-1,1,Q5a,3.3e-05,4.7e-05,-19.9706
scenario_00296,pipe-1,1,OVERALL,0.062432,,
scenario_00297,pipe-1,1,P2,0.0096,0.010523,0.9868
scenario_00297,pipe-1,1,P3,0.014409,0.033307,0.9914
scenario_00297,pipe-1,1,P5,0.155622,0.365957,0.655
scenario_00297,pipe-1,1,P6,0.303993,0.815363,0.7704
scenario_00297,pipe-1,1,Q2a,1.2e-05,2.3e-05,0.9892
scenario_00297,pipe-1,1,Q4a,2.9e-05,6.8e-05,-46.713
scenario_00297,pipe-1,1,Q5a,5.3e-05,0.000134,0.481
scenario_00297,pipe-1,1,OVERALL,0.069103,,
scenario_00298,pipe-1,1,P2,0.009635,0.010567,0.99
scenario_00298,pipe-1,1,P3,0.012418,0.021885,0.997
scenario_00298,pipe-1,1,P5,0.364549,0.571078,0.6328
scenario_00298,pipe-1,1,P6,0.342736,0.533235,0.5142
scenario_00298,pipe-1,1,Q2a,1e-05,1.4e-05,0.9968
scenario_00298,pipe-1,1,Q4a,7e-05,0.00011,-0.4966
scenario_00298,pipe-1,1,Q5a,6.8e-05,0.000104,0.0
scenario_00298,pipe-1,1,OVERALL,0.104212,,
scenario_00299,pipe-1,1,P2,0.009285,0.010169,0.9626
scenario_00299,pipe-1,1,P3,0.002131,0.004984,0.9969
scenario_00299,pipe-1,1,P5,0.042124,0.084186,0.66
scenario_00299,pipe-1,1,P6,0.040334,0.082934,0.6527
scenario_00299,pipe-1,1,Q2a,9e-06,9e-06,0.9542
scenario_00299,pipe-1,1,Q4a,9e-06,1.8e-05,-6.4151
scenario_00299,pipe-1,1,Q5a,8e-06,1.8e-05,0.0
scenario_00299,pipe-1,1,OVERALL,0.013414,,
scenario_00300,pipe-1,1,P2,0.009539,0.01045,0.9719
scenario_00300,pipe-1,1,P3,0.002665,0.004255,0.9986
scenario_00300,pipe-1,1,P5,0.108991,0.156635,0.7221
scenario_00300,pipe-1,1,P6,0.075147,0.092922,0.7029
scenario_00300,pipe-1,1,Q2a,6e-06,7e-06,0.9863
scenario_00300,pipe-1,1,Q4a,2.3e-05,3.3e-05,0.2594
scenario_00300,pipe-1,1,Q5a,1.6e-05,2e-05,-0.6281
scenario_00300,pipe-1,1,OVERALL,0.028055,,
scenario_00301,pipe-1,1,P2,0.009325,0.010215,0.9451
scenario_00301,pipe-1,1,P3,0.001201,0.002447,0.999
scenario_00301,pipe-1,1,P5,0.022156,0.041516,0.7998
scenario_00301,pipe-1,1,P6,0.022451,0.042225,0.9147
scenario_00301,pipe-1,1,Q2a,7e-06,8e-06,0.9523
scenario_00301,pipe-1,1,Q4a,5e-06,9e-06,0.0
scenario_00301,pipe-1,1,Q5a,5e-06,9e-06,0.6432
scenario_00301,pipe-1,1,OVERALL,0.007879,,
scenario_00302,pipe-1,1,P2,0.009369,0.010263,0.8788
scenario_00302,pipe-1,1,P3,0.002265,0.004133,0.9962
scenario_00302,pipe-1,1,P5,0.085056,0.128925,0.7562
scenario_00302,pipe-1,1,P6,0.071759,0.093168,0.2816
scenario_00302,pipe-1,1,Q2a,7e-06,8e-06,0.975
scenario_00302,pipe-1,1,Q4a,1.8e-05,2.7e-05,0.4319
scenario_00302,pipe-1,1,Q5a,1.5e-05,2e-05,-19.0667
scenario_00302,pipe-1,1,OVERALL,0.02407,,
scenario_00303,pipe-1,1,P2,0.009716,0.010654,0.9912
scenario_00303,pipe-1,1,P3,0.017522,0.031946,0.9953
scenario_00303,pipe-1,1,P5,0.162931,0.389883,0.6861
scenario_00303,pipe-1,1,P6,0.305073,0.860617,0.7708
scenario_00303,pipe-1,1,Q2a,1.3e-05,2.1e-05,0.9946
scenario_00303,pipe-1,1,Q4a,3e-05,7.3e-05,-148.5097
scenario_00303,pipe-1,1,Q5a,5.2e-05,0.000139,0.5017
scenario_00303,pipe-1,1,OVERALL,0.070762,,
scenario_00304,pipe-1,1,P2,0.009305,0.010193,0.9403
scenario_00304,pipe-1,1,P3,0.001529,0.002979,0.9973
scenario_00304,pipe-1,1,P5,0.035889,0.077664,0.8166
scenario_00304,pipe-1,1,P6,0.025722,0.044278,0.7155
scenario_00304,pipe-1,1,Q2a,7e-06,8e-06,0.8829
scenario_00304,pipe-1,1,Q4a,7e-06,1.6e-05,0.4818
scenario_00304,pipe-1,1,Q5a,5e-06,9e-06,0.0
scenario_00304,pipe-1,1,OVERALL,0.010352,,
scenario_00305,pipe-1,1,P2,0.00926,0.01014,0.981
scenario_00305,pipe-1,1,P3,0.00484,0.012328,0.9942
scenario_00305,pipe-1,1,P5,0.081652,0.147473,0.7266
scenario_00305,pipe-1,1,P6,0.092107,0.160205,0.6546
scenario_00305,pipe-1,1,Q2a,9e-06,1.3e-05,0.9795
scenario_00305,pipe-1,1,Q4a,1.7e-05,2.9e-05,-48.879
scenario_00305,pipe-1,1,Q5a,1.9e-05,3.2e-05,-7678.3282
scenario_00305,pipe-1,1,OVERALL,0.026843,,
scenario_00306,pipe-1,1,P2,0.009731,0.01067,0.9912
scenario_00306,pipe-1,1,P3,0.007468,0.011909,0.9993
scenario_00306,pipe-1,1,P5,0.184776,0.282096,0.7776
scenario_00306,pipe-1,1,P6,0.095111,0.13127,0.9268
scenario_00306,pipe-1,1,Q2a,6e-06,8e-06,0.9993
scenario_00306,pipe-1,1,Q4a,3.7e-05,5.6e-05,0.3286
scenario_00306,pipe-1,1,Q5a,2e-05,2.7e-05,-2.4066
scenario_00306,pipe-1,1,OVERALL,0.04245,,
scenario_00307,pipe-1,1,P2,0.009285,0.010172,0.9335
scenario_00307,pipe-1,1,P3,0.00143,0.00292,0.9972
scenario_00307,pipe-1,1,P5,0.016352,0.039157,0.7586
scenario_00307,pipe-1,1,P6,0.026428,0.075922,0.8216
scenario_00307,pipe-1,1,Q2a,7e-06,8e-06,0.8854
scenario_00307,pipe-1,1,Q4a,3e-06,8e-06,0.0
scenario_00307,pipe-1,1,Q5a,5e-06,1.6e-05,0.5054
scenario_00307,pipe-1,1,OVERALL,0.007644,,
scenario_00308,pipe-1,1,P2,0.009433,0.010334,0.9399
scenario_00308,pipe-1,1,P3,0.002209,0.00349,0.9987
scenario_00308,pipe-1,1,P5,0.081219,0.095949,0.8416
scenario_00308,pipe-1,1,P6,0.079465,0.106284,0.6493
scenario_00308,pipe-1,1,Q2a,7e-06,7e-06,0.9848
scenario_00308,pipe-1,1,Q4a,1.7e-05,2e-05,0.4119
scenario_00308,pipe-1,1,Q5a,1.7e-05,2.2e-05,-0.1367
scenario_00308,pipe-1,1,OVERALL,0.024624,,
scenario_00309,pipe-1,1,P2,0.009621,0.010555,0.992
scenario_00309,pipe-1,1,P3,0.014142,0.037227,0.9944
scenario_00309,pipe-1,1,P5,0.274151,0.58475,0.6237
scenario_00309,pipe-1,1,P6,0.600271,1.423093,0.7346
scenario_00309,pipe-1,1,Q2a,1.4e-05,2.7e-05,0.9919
scenario_00309,pipe-1,1,Q4a,5.2e-05,0.000111,-237.9069
scenario_00309,pipe-1,1,Q5a,9.5e-05,0.000214,0.4594
scenario_00309,pipe-1,1,OVERALL,0.128335,,
scenario_00310,pipe-1,1,P2,0.009358,0.010252,0.9559
scenario_00310,pipe-1,1,P3,0.002276,0.003956,0.9986
scenario_00310,pipe-1,1,P5,0.099049,0.220989,0.7924
scenario_00310,pipe-1,1,P6,0.056973,0.111699,0.6442
scenario_00310,pipe-1,1,Q2a,6e-06,7e-06,0.985
scenario_00310,pipe-1,1,Q4a,2e-05,4.4e-05,0.4758
scenario_00310,pipe-1,1,Q5a,1.2e-05,2.3e-05,0.0
scenario_00310,pipe-1,1,OVERALL,0.023956,,
scenario_00311,pipe-1,1,P2,0.009787,0.010738,0.9935
scenario_00311,pipe-1,1,P3,0.011701,0.023289,0.9984
scenario_00311,pipe-1,1,P5,1.225481,2.030103,0.6456
scenario_00311,pipe-1,1,P6,0.524117,0.801846,0.4768
scenario_00311,pipe-1,1,Q2a,1.1e-05,1.6e-05,0.998
scenario_00311,pipe-1,1,Q4a,0.00019,0.000307,0.3043
scenario_00311,pipe-1,1,Q5a,0.000102,0.000155,-35.5195
scenario_00311,pipe-1,1,OVERALL,0.253056,,
scenario_00312,pipe-1,1,P2,0.009417,0.010318,0.9705
scenario_00312,pipe-1,1,P3,0.002821,0.005602,0.9992
scenario_00312,pipe-1,1,P5,0.083028,0.138346,0.8971
scenario_00312,pipe-1,1,P6,0.058764,0.082752,0.9604
scenario_00312,pipe-1,1,Q2a,7e-06,8e-06,0.9961
scenario_00312,pipe-1,1,Q4a,1.7e-05,2.9e-05,0.4958
scenario_00312,pipe-1,1,Q5a,1.3e-05,1.8e-05,0.6304
scenario_00312,pipe-1,1,OVERALL,0.02201,,
scenario_00313,pipe-1,1,P2,0.010318,0.011343,0.9969
scenario_00313,pipe-1,1,P3,0.024514,0.042396,0.9949
scenario_00313,pipe-1,1,P5,2.334056,2.791885,0.255
scenario_00313,pipe-1,1,P6,0.952122,1.112142,0.0188
scenario_00313,pipe-1,1,Q2a,1.9e-05,2.9e-05,0.9924
scenario_00313,pipe-1,1,Q4a,0.000361,0.000424,-0.5936
scenario_00313,pipe-1,1,Q5a,0.000183,0.000215,0.0
scenario_00313,pipe-1,1,OVERALL,0.47451,,
scenario_00314,pipe-1,1,P2,0.01645,0.029342,0.9246
scenario_00314,pipe-1,1,P3,0.024207,0.065526,0.9773
scenario_00314,pipe-1,1,P5,0.190954,0.383144,0.7822
scenario_00314,pipe-1,1,P6,0.119291,0.217632,0.7835
scenario_00314,pipe-1,1,Q2a,1.5e-05,3.4e-05,0.9841
scenario_00314,pipe-1,1,Q4a,3.2e-05,6.6e-05,0.4824
scenario_00314,pipe-1,1,Q5a,1.9e-05,3.7e-05,-4.4104
scenario_00314,pipe-1,1,OVERALL,0.050138,,
scenario_00315,pipe-1,1,P2,0.009538,0.010455,0.9822
scenario_00315,pipe-1,1,P3,0.020438,0.053458,0.9664
scenario_00315,pipe-1,1,P5,0.198842,0.377296,0.5188
scenario_00315,pipe-1,1,P6,0.213522,0.384059,0.5023
scenario_00315,pipe-1,1,Q2a,1.9e-05,3.9e-05,0.9506
scenario_00315,pipe-1,1,Q4a,3.8e-05,7e-05,-259.4889
scenario_00315,pipe-1,1,Q5a,4.1e-05,7.1e-05,0.0
scenario_00315,pipe-1,1,OVERALL,0.063205,,
scenario_00316,pipe-2,2,P2,3e-06,6e-06,1.0
scenario_00316,pipe-2,2,P3,0.001232,0.00283,0.9852
scenario_00316,pipe-2,2,P5,0.015519,0.025808,0.626
