scenario_id,group,true_pipe,sensor,mae,rmse,r2
scenario_01896,no-leak,-1,P2,5e-06,7e-06,1.0
scenario_01896,no-leak,-1,P3,0.002579,0.004079,0.9979
scenario_01896,no-leak,-1,P5,0.108763,0.156549,0.6866
scenario_01896,no-leak,-1,P6,0.075369,0.093004,0.6104
scenario_01896,no-leak,-1,Q2a,2e-06,4e-06,0.9967
scenario_01896,no-leak,-1,Q4a,2.3e-05,3.3e-05,0.2594
scenario_01896,no-leak,-1,Q5a,1.6e-05,2e-05,-0.628
scenario_01896,no-leak,-1,OVERALL,0.02668,,
scenario_01897,no-leak,-1,P2,4e-06,6e-06,1.0
scenario_01897,no-leak,-1,P3,0.00104,0.002296,0.9982
scenario_01897,no-leak,-1,P5,0.021998,0.041535,0.6768
scenario_01897,no-leak,-1,P6,0.022265,0.042186,0.8936
scenario_01897,no-leak,-1,Q2a,1e-06,2e-06,0.997
scenario_01897,no-leak,-1,Q4a,5e-06,9e-06,0.0
scenario_01897,no-leak,-1,Q5a,5e-06,9e-06,0.6432
scenario_01897,no-leak,-1,OVERALL,0.006474,,
scenario_01898,no-leak,-1,P2,3e-06,6e-06,1.0
scenario_01898,no-leak,-1,P3,0.002174,0.004014,0.9972
scenario_01898,no-leak,-1,P5,0.084846,0.128758,0.7551
scenario_01898,no-leak,-1,P6,0.07165,0.093222,0.3873
scenario_01898,no-leak,-1,Q2a,2e-06,3e-06,0.9951
scenario_01898,no-leak,-1,Q4a,1.8e-05,2.7e-05,0.4319
scenario_01898,no-leak,-1,Q5a,1.5e-05,2e-05,-19.0666
scenario_01898,no-leak,-1,OVERALL,0.022673,,
scenario_01899,no-leak,-1,P2,9e-06,1.3e-05,1.0
scenario_01899,no-leak,-1,P3,0.017466,0.031787,0.995
scenario_01899,no-leak,-1,P5,0.162911,0.389706,0.6721
scenario_01899,no-leak,-1,P6,0.304882,0.86082,0.7676
scenario_01899,no-leak,-1,Q2a,1.4e-05,2.5e-05,0.9925
scenario_01899,no-leak,-1,Q4a,3e-05,7.3e-05,-148.5178
scenario_01899,no-leak,-1,Q5a,5.2e-05,0.000139,0.5017
scenario_01899,no-leak,-1,OVERALL,0.069338,,
scenario_01900,no-leak,-1,P2,2e-06,5e-06,1.0
scenario_01900,no-leak,-1,P3,0.001381,0.002838,0.9936
scenario_01900,no-leak,-1,P5,0.035723,0.077591,0.7939
scenario_01900,no-leak,-1,P6,0.025578,0.044247,0.5482
scenario_01900,no-leak,-1,Q2a,1e-06,2e-06,0.988
scenario_01900,no-leak,-1,Q4a,7e-06,1.6e-05,0.4818
scenario_01900,no-leak,-1,Q5a,5e-06,9e-06,0.0
scenario_01900,no-leak,-1,OVERALL,0.008957,,
scenario_01901,no-leak,-1,P2,7e-06,1.5e-05,1.0
scenario_01901,no-leak,-1,P3,0.004674,0.012247,0.996
scenario_01901,no-leak,-1,P5,0.081478,0.147366,0.7825
scenario_01901,no-leak,-1,P6,0.091937,0.160108,0.7277
scenario_01901,no-leak,-1,Q2a,4e-06,1e-05,0.9865
scenario_01901,no-leak,-1,Q4a,1.7e-05,2.9e-05,-48.8796
scenario_01901,no-leak,-1,Q5a,1.9e-05,3.2e-05,-7678.4092
scenario_01901,no-leak,-1,OVERALL,0.025448,,
scenario_01902,no-leak,-1,P2,6e-06,8e-06,1.0
scenario_01902,no-leak,-1,P3,0.007433,0.01203,0.9993
scenario_01902,no-leak,-1,P5,0.185234,0.282069,0.7587
scenario_01902,no-leak,-1,P6,0.09479,0.131291,0.9198
scenario_01902,no-leak,-1,Q2a,6e-06,1e-05,0.9987
scenario_01902,no-leak,-1,Q4a,3.7e-05,5.6e-05,0.3286
scenario_01902,no-leak,-1,Q5a,2e-05,2.7e-05,-2.4064
scenario_01902,no-leak,-1,OVERALL,0.041075,,
scenario_01903,no-leak,-1,P2,4e-06,8e-06,1.0
scenario_01903,no-leak,-1,P3,0.001242,0.002775,0.9933
scenario_01903,no-leak,-1,P5,0.016165,0.039146,0.6302
scenario_01903,no-leak,-1,P6,0.026239,0.075939,0.8015
scenario_01903,no-leak,-1,Q2a,1e-06,2e-06,0.989
scenario_01903,no-leak,-1,Q4a,3e-06,8e-06,0.0
scenario_01903,no-leak,-1,Q5a,5e-06,1.6e-05,0.5053
scenario_01903,no-leak,-1,OVERALL,0.006237,,
scenario_01904,no-leak,-1,P2,4e-06,7e-06,1.0
scenario_01904,no-leak,-1,P3,0.00209,0.003337,0.9986
scenario_01904,no-leak,-1,P5,0.081129,0.095973,0.8397
scenario_01904,no-leak,-1,P6,0.079434,0.106288,0.6935
scenario_01904,no-leak,-1,Q2a,2e-06,3e-06,0.9977
scenario_01904,no-leak,-1,Q4a,1.7e-05,2e-05,0.4119
scenario_01904,no-leak,-1,Q5a,1.7e-05,2.2e-05,-0.1367
scenario_01904,no-leak,-1,OVERALL,0.023242,,
scenario_01905,no-leak,-1,P2,6e-06,1.1e-05,1.0
scenario_01905,no-leak,-1,P3,0.013851,0.036945,0.9942
scenario_01905,no-leak,-1,P5,0.273879,0.584556,0.6137
scenario_01905,no-leak,-1,P6,0.60057,1.423261,0.7322
scenario_01905,no-leak,-1,Q2a,1.1e-05,2.9e-05,0.9907
scenario_01905,no-leak,-1,Q4a,5.2e-05,0.000111,-237.9035
scenario_01905,no-leak,-1,Q5a,9.5e-05,0.000214,0.4594
scenario_01905,no-leak,-1,OVERALL,0.126923,,
scenario_01906,no-leak,-1,P2,4e-06,6e-06,1.0
scenario_01906,no-leak,-1,P3,0.002166,0.003937,0.998
scenario_01906,no-leak,-1,P5,0.098896,0.220874,0.7835
scenario_01906,no-leak,-1,P6,0.056868,0.111764,0.5869
scenario_01906,no-leak,-1,Q2a,2e-06,3e-06,0.9968
scenario_01906,no-leak,-1,Q4a,2e-05,4.4e-05,0.4758
scenario_01906,no-leak,-1,Q5a,1.2e-05,2.3e-05,0.0
scenario_01906,no-leak,-1,OVERALL,0.022567,,
scenario_01907,no-leak,-1,P2,9e-06,1.5e-05,1.0
scenario_01907,no-leak,-1,P3,0.011397,0.023086,0.9983
scenario_01907,no-leak,-1,P5,1.225262,2.030167,0.6418
scenario_01907,no-leak,-1,P6,0.524187,0.801768,0.4628
scenario_01907,no-leak,-1,Q2a,9e-06,1.8e-05,0.9975
scenario_01907,no-leak,-1,Q4a,0.00019,0.000307,0.3043
scenario_01907,no-leak,-1,Q5a,0.000102,0.000155,-35.5186
scenario_01907,no-leak,-1,OVERALL,0.251594,,
scenario_01908,no-leak,-1,P2,4e-06,7e-06,1.0
scenario_01908,no-leak,-1,P3,0.002702,0.005461,0.9992
scenario_01908,no-leak,-1,P5,0.082937,0.138372,0.8935
scenario_01908,no-leak,-1,P6,0.058706,0.08278,0.9581
scenario_01908,no-leak,-1,Q2a,2e-06,5e-06,0.9987
scenario_01908,no-leak,-1,Q4a,1.7e-05,2.9e-05,0.4958
scenario_01908,no-leak,-1,Q5a,1.3e-05,1.8e-05,0.6304
scenario_01908,no-leak,-1,OVERALL,0.020626,,
scenario_01909,no-leak,-1,P2,1.5e-05,3e-05,1.0
scenario_01909,no-leak,-1,P3,0.024138,0.042023,0.9948
scenario_01909,no-leak,-1,P5,2.334376,2.792212,0.2527
scenario_01909,no-leak,-1,P6,0.951756,1.111797,0.0089
scenario_01909,no-leak,-1,Q2a,1.9e-05,3.3e-05,0.9906
scenario_01909,no-leak,-1,Q4a,0.000361,0.000424,-0.5936
scenario_01909,no-leak,-1,Q5a,0.000183,0.000215,0.0
scenario_01909,no-leak,-1,OVERALL,0.472978,,
scenario_01910,no-leak,-1,P2,4e-06,9e-06,1.0
scenario_01910,no-leak,-1,P3,0.006016,0.011174,0.9993
scenario_01910,no-leak,-1,P5,0.147723,0.343791,0.8197
scenario_01910,no-leak,-1,P6,0.093583,0.179036,0.8442
scenario_01910,no-leak,-1,Q2a,5e-06,9e-06,0.9989
scenario_01910,no-leak,-1,Q4a,2.9e-05,6.4e-05,0.5042
scenario_01910,no-leak,-1,Q5a,1.9e-05,3.7e-05,-4.4163
scenario_01910,no-leak,-1,OVERALL,0.03534,,
scenario_01911,no-leak,-1,P2,7e-06,1.3e-05,1.0
scenario_01911,no-leak,-1,P3,0.01704,0.051333,0.9653
scenario_01911,no-leak,-1,P5,0.196584,0.377578,0.493
scenario_01911,no-leak,-1,P6,0.21433,0.384782,0.4737
scenario_01911,no-leak,-1,Q2a,1.4e-05,4e-05,0.9485
scenario_01911,no-leak,-1,Q4a,3.8e-05,7e-05,-259.535
scenario_01911,no-leak,-1,Q5a,4.1e-05,7.1e-05,0.0
scenario_01911,no-leak,-1,OVERALL,0.061151,,
scenario_01912,no-leak,-1,P2,2e-06,5e-06,1.0
scenario_01912,no-leak,-1,P3,0.001194,0.002736,0.9807
scenario_01912,no-leak,-1,P5,0.015476,0.025734,0.5754
scenario_01912,no-leak,-1,P6,0.019236,0.041039,0.7898
scenario_01912,no-leak,-1,Q2a,1e-06,2e-06,0.9685
scenario_01912,no-leak,-1,Q4a,3e-06,5e-06,-2.4681
scenario_01912,no-leak,-1,Q5a,4e-06,9e-06,0.4467
scenario_01912,no-leak,-1,OVERALL,0.005131,,
scenario_01913,no-leak,-1,P2,5e-06,7e-06,1.0
scenario_01913,no-leak,-1,P3,0.006623,0.014189,0.993
scenario_01913,no-leak,-1,P5,0.259687,0.420567,0.7207
scenario_01913,no-leak,-1,P6,0.160739,0.230025,0.4897
scenario_01913,no-leak,-1,Q2a,6e-06,1.2e-05,0.9888
scenario_01913,no-leak,-1,Q4a,5.2e-05,8.1e-05,0.3093
scenario_01913,no-leak,-1,Q5a,3.3e-05,4.7e-05,-19.9717
scenario_01913,no-leak,-1,OVERALL,0.061021,,
scenario_01914,no-leak,-1,P2,6e-06,9e-06,1.0
scenario_01914,no-leak,-1,P3,0.014533,0.033845,0.9903
scenario_01914,no-leak,-1,P5,0.15569,0.366545,0.6385
scenario_01914,no-leak,-1,P6,0.303675,0.814773,0.7677
scenario_01914,no-leak,-1,Q2a,1.1e-05,2.6e-05,0.986
scenario_01914,no-leak,-1,Q4a,2.9e-05,6.8e-05,-46.7054
scenario_01914,no-leak,-1,Q5a,5.3e-05,0.000134,0.481
scenario_01914,no-leak,-1,OVERALL,0.067714,,
scenario_01915,no-leak,-1,P2,8e-06,1.4e-05,1.0
scenario_01915,no-leak,-1,P3,0.012188,0.021526,0.997
scenario_01915,no-leak,-1,P5,0.36434,0.570993,0.6426
scenario_01915,no-leak,-1,P6,0.342527,0.533086,0.5088
scenario_01915,no-leak,-1,Q2a,1e-05,1.7e-05,0.9955
scenario_01915,no-leak,-1,Q4a,7e-05,0.00011,-0.4966
scenario_01915,no-leak,-1,Q5a,6.8e-05,0.000104,0.0
scenario_01915,no-leak,-1,OVERALL,0.102744,,
scenario_01916,no-leak,-1,P2,3e-06,1.1e-05,1.0
scenario_01916,no-leak,-1,P3,0.001934,0.004885,0.9976
scenario_01916,no-leak,-1,P5,0.042286,0.084178,0.6856
scenario_01916,no-leak,-1,P6,0.04014,0.082907,0.6854
scenario_01916,no-leak,-1,Q2a,2e-06,4e-06,0.9901
scenario_01916,no-leak,-1,Q4a,9e-06,1.8e-05,-6.4151
scenario_01916,no-leak,-1,Q5a,8e-06,1.8e-05,0.0
scenario_01916,no-leak,-1,OVERALL,0.012055,,
scenario_01917,no-leak,-1,P2,5e-06,7e-06,1.0
scenario_01917,no-leak,-1,P3,0.002579,0.004079,0.9979
scenario_01917,no-leak,-1,P5,0.108763,0.156549,0.6866
scenario_01917,no-leak,-1,P6,0.075369,0.093004,0.6104
scenario_01917,no-leak,-1,Q2a,2e-06,4e-06,0.9967
scenario_01917,no-leak,-1,Q4a,2.3e-05,3.3e-05,0.2594
scenario_01917,no-leak,-1,Q5a,1.6e-05,2e-05,-0.628
scenario_01917,no-leak,-1,OVERALL,0.02668,,
scenario_01918,no-leak,-1,P2,4e-06,6e-06,1.0
scenario_01918,no-leak,-1,P3,0.00104,0.002296,0.9982
scenario_01918,no-leak,-1,P5,0.021998,0.041535,0.6768
scenario_01918,no-leak,-1,P6,0.022265,0.042186,0.8936
scenario_01918,no-leak,-1,Q2a,1e-06,2e-06,0.997
scenario_01918,no-leak,-1,Q4a,5e-06,9e-06,0.0
scenario_01918,no-leak,-1,Q5a,5e-06,9e-06,0.6432
scenario_01918,no-leak,-1,OVERALL,0.006474,,
scenario_01919,no-leak,-1,P2,3e-06,6e-06,1.0
scenario_01919,no-leak,-1,P3,0.002174,0.004014,0.9972
scenario_01919,no-leak,-1,P5,0.084846,0.128758,0.7551
scenario_01919,no-leak,-1,P6,0.07165,0.093222,0.3873
scenario_01919,no-leak,-1,Q2a,2e-06,3e-06,0.9951
scenario_01919,no-leak,-1,Q4a,1.8e-05,2.7e-05,0.4319
scenario_01919,no-leak,-1,Q5a,1.5e-05,2e-05,-19.0666
scenario_01919,no-leak,-1,OVERALL,0.022673,,
scenario_01920,no-leak,-1,P2,9e-06,1.3e-05,1.0
scenario_01920,no-leak,-1,P3,0.017466,0.031787,0.995
scenario_01920,no-leak,-1,P5,0.162911,0.389706,0.6721
scenario_01920,no-leak,-1,P6,0.304882,0.86082,0.7676
scenario_01920,no-leak,-1,Q2a,1.4e-05,2.5e-05,0.9925
scenario_01920,no-leak,-1,Q4a,3e-05,7.3e-05,-148.5178
scenario_01920,no-leak,-1,Q5a,5.2e-05,0.000139,0.5017
scenario_01920,no-leak,-1,OVERALL,0.069338,,
scenario_01921,no-leak,-1,P2,2e-06,5e-06,1.0
scenario_01921,no-leak,-1,P3,0.001381,0.002838,0.9936
scenario_01921,no-leak,-1,P5,0.035723,0.077591,0.7939
scenario_01921,no-leak,-1,P6,0.025578,0.044247,0.5482
scenario_01921,no-leak,-1,Q2a,1e-06,2e-06,0.988
scenario_01921,no-leak,-1,Q4a,7e-06,1.6e-05,0.4818
scenario_01921,no-leak,-1,Q5a,5e-06,9e-06,0.0
scenario_01921,no-leak,-1,OVERALL,0.008957,,
scenario_01922,no-leak,-1,P2,7e-06,1.5e-05,1.0
scenario_01922,no-leak,-1,P3,0.004674,0.012247,0.996
scenario_01922,no-leak,-1,P5,0.081478,0.147366,0.7825
scenario_01922,no-leak,-1,P6,0.091937,0.160108,0.7277
scenario_01922,no-leak,-1,Q2a,4e-06,1e-05,0.9865
scenario_01922,no-leak,-1,Q4a,1.7e-05,2.9e-05,-48.8796
scenario_01922,no-leak,-1,Q5a,1.9e-05,3.2e-05,-7678.4092
scenario_01922,no-leak,-1,OVERALL,0.025448,,
scenario_01923,no-leak,-1,P2,6e-06,8e-06,1.0
scenario_01923,no-leak,-1,P3,0.007433,0.01203,0.9993
scenario_01923,no-leak,-1,P5,0.185234,0.282069,0.7587
scenario_01923,no-leak,-1,P6,0.09479,0.131291,0.9198
scenario_01923,no-leak,-1,Q2a,6e-06,1e-05,0.9987
scenario_01923,no-leak,-1,Q4a,3.7e-05,5.6e-05,0.3286
scenario_01923,no-leak,-1,Q5a,2e-05,2.7e-05,-2.4064
scenario_01923,no-leak,-1,OVERALL,0.041075,,
scenario_01924,no-leak,-1,P2,4e-06,8e-06,1.0
scenario_01924,no-leak,-1,P3,0.001242,0.002775,0.9933
scenario_01924,no-leak,-1,P5,0.016165,0.039146,0.6302
scenario_01924,no-leak,-1,P6,0.026239,0.075939,0.8015
scenario_01924,no-leak,-1,Q2a,1e-06,2e-06,0.989
scenario_01924,no-leak,-1,Q4a,3e-06,8e-06,0.0
scenario_01924,no-leak,-1,Q5a,5e-06,1.6e-05,0.5053
scenario_01924,no-leak,-1,OVERALL,0.006237,,
scenario_01925,no-leak,-1,P2,4e-06,7e-06,1.0
scenario_01925,no-leak,-1,P3,0.00209,0.003337,0.9986
scenario_01925,no-leak,-1,P5,0.081129,0.095973,0.8397
scenario_01925,no-leak,-1,P6,0.079434,0.106288,0.6935
scenario_01925,no-leak,-1,Q2a,2e-06,3e-06,0.9977
scenario_01925,no-leak,-1,Q4a,1.7e-05,2e-05,0.4119
scenario_01925,no-leak,-1,Q5a,1.7e-05,2.2e-05,-0.1367
scenario_01925,no-leak,-1,OVERALL,0.023242,,
scenario_01926,no-leak,-1,P2,6e-06,1.1e-05,1.0
scenario_01926,no-leak,-1,P3,0.013851,0.036945,0.9942
scenario_01926,no-leak,-1,P5,0.273879,0.584556,0.6137
scenario_01926,no-leak,-1,P6,0.60057,1.423261,0.7322
scenario_01926,no-leak,-1,Q2a,1.1e-05,2.9e-05,0.9907
scenario_01926,no-leak,-1,Q4a,5.2e-05,0.000111,-237.9035
scenario_01926,no-leak,-1,Q5a,9.5e-05,0.000214,0.4594
scenario_01926,no-leak,-1,OVERALL,0.126923,,
scenario_01927,no-leak,-1,P2,4e-06,6e-06,1.0
scenario_01927,no-leak,-1,P3,0.002166,0.003937,0.998
scenario_01927,no-leak,-1,P5,0.098896,0.220874,0.7835
scenario_01927,no-leak,-1,P6,0.056868,0.111764,0.5869
scenario_01927,no-leak,-1,Q2a,2e-06,3e-06,0.9968
scenario_01927,no-leak,-1,Q4a,2e-05,4.4e-05,0.4758
scenario_01927,no-leak,-1,Q5a,1.2e-05,2.3e-05,0.0
scenario_01927,no-leak,-1,OVERALL,0.022567,,
scenario_01928,no-leak,-1,P2,9e-06,1.5e-05,1.0
scenario_01928,no-leak,-1,P3,0.011397,0.023086,0.9983
scenario_01928,no-leak,-1,P5,1.225262,2.030167,0.6418
scenario_01928,no-leak,-1,P6,0.524187,0.801768,0.4628
scenario_01928,no-leak,-1,Q2a,9e-06,1.8e-05,0.9975
scenario_01928,no-leak,-1,Q4a,0.00019,0.000307,0.3043
scenario_01928,no-leak,-1,Q5a,0.000102,0.000155,-35.5186
scenario_01928,no-leak,-1,OVERALL,0.251594,,
scenario_01929,no-leak,-1,P2,4e-06,7e-06,1.0
scenario_01929,no-leak,-1,P3,0.002702,0.005461,0.9992
scenario_01929,no-leak,-1,P5,0.082937,0.138372,0.8935
scenario_01929,no-leak,-1,P6,0.058706,0.08278,0.9581
scenario_01929,no-leak,-1,Q2a,2e-06,5e-06,0.9987
scenario_01929,no-leak,-1,Q4a,1.7e-05,2.9e-05,0.4958
scenario_01929,no-leak,-1,Q5a,1.3e-05,1.8e-05,0.6304
scenario_01929,no-leak,-1,OVERALL,0.020626,,
scenario_01930,no-leak,-1,P2,1.5e-05,3e-05,1.0
scenario_01930,no-leak,-1,P3,0.024138,0.042023,0.9948
scenario_01930,no-leak,-1,P5,2.334376,2.792212,0.2527
scenario_01930,no-leak,-1,P6,0.951756,1.111797,0.0089
scenario_01930,no-leak,-1,Q2a,1.9e-05,3.3e-05,0.9906
scenario_01930,no-leak,-1,Q4a,0.000361,0.000424,-0.5936
scenario_01930,no-leak,-1,Q5a,0.000183,0.000215,0.0
scenario_01930,no-leak,-1,OVERALL,0.472978,,
scenario_01931,no-leak,-1,P2,4e-06,9e-06,1.0
scenario_01931,no-leak,-1,P3,0.006016,0.011174,0.9993
scenario_01931,no-leak,-1,P5,0.147723,0.343791,0.8197
scenario_01931,no-leak,-1,P6,0.093583,0.179036,0.8442
scenario_01931,no-leak,-1,Q2a,5e-06,9e-06,0.9989
scenario_01931,no-leak,-1,Q4a,2.9e-05,6.4e-05,0.5042
scenario_01931,no-leak,-1,Q5a,1.9e-05,3.7e-05,-4.4163
scenario_01931,no-leak,-1,OVERALL,0.03534,,
scenario_01932,no-leak,-1,P2,7e-06,1.3e-05,1.0
scenario_01932,no-leak,-1,P3,0.01704,0.051333,0.9653
scenario_01932,no-leak,-1,P5,0.196584,0.377578,0.493
scenario_01932,no-leak,-1,P6,0.21433,0.384782,0.4737
scenario_01932,no-leak,-1,Q2a,1.4e-05,4e-05,0.9485
scenario_01932,no-leak,-1,Q4a,3.8e-05,7e-05,-259.535
scenario_01932,no-leak,-1,Q5a,4.1e-05,7.1e-05,0.0
scenario_01932,no-leak,-1,OVERALL,0.061151,,
scenario_01933,no-leak,-1,P2,2e-06,5e-06,1.0
scenario_01933,no-leak,-1,P3,0.001194,0.002736,0.9807
scenario_01933,no-leak,-1,P5,0.015476,0.025734,0.5754
scenario_01933,no-leak,-1,P6,0.019236,0.041039,0.7898
scenario_01933,no-leak,-1,Q2a,1e-06,2e-06,0.9685
scenario_01933,no-leak,-1,Q4a,3e-06,5e-06,-2.4681
scenario_01933,no-leak,-1,Q5a,4e-06,9e-06,0.4467
scenario_01933,no-leak,-1,OVERALL,0.005131,,
scenario_01934,no-leak,-1,P2,5e-06,7e-06,1.0
scenario_01934,no-leak,-1,P3,0.006623,0.014189,0.993
scenario_01934,no-leak,-1,P5,0.259687,0.420567,0.7207
scenario_01934,no-leak,-1,P6,0.160739,0.230025,0.4897
scenario_01934,no-leak,-1,Q2a,6e-06,1.2e-05,0.9888
scenario_01934,no-leak,-1,Q4a,5.2e-05,8.1e-05,0.3093
scenario_01934,no-leak,-1,Q5a,3.3e-05,4.7e-05,-19.9717
scenario_01934,no-leak,-1,OVERALL,0.061021,,
scenario_01935,no-leak,-1,P2,6e-06,9e-06,1.0
scenario_01935,no-leak,-1,P3,0.014533,0.033845,0.9903
scenario_01935,no-leak,-1,P5,0.15569,0.366545,0.6385
scenario_01935,no-leak,-1,P6,0.303675,0.814773,0.7677
scenario_01935,no-leak,-1,Q2a,1.1e-05,2.6e-05,0.986
scenario_01935,no-leak,-1,Q4a,2.9e-05,6.8e-05,-46.7054
scenario_01935,no-leak,-1,Q5a,5.3e-05,0.000134,0.481
scenario_01935,no-leak,-1,OVERALL,0.067714,,
scenario_01936,no-leak,-1,P2,8e-06,1.4e-05,1.0
scenario_01936,no-leak,-1,P3,0.012188,0.021526,0.997
scenario_01936,no-leak,-1,P5,0.36434,0.570993,0.6426
scenario_01936,no-leak,-1,P6,0.342527,0.533086,0.5088
scenario_01936,no-leak,-1,Q2a,1e-05,1.7e-05,0.9955
scenario_01936,no-leak,-1,Q4a,7e-05,0.00011,-0.4966
scenario_01936,no-leak,-1,Q5a,6.8e-05,0.000104,0.0
scenario_01936,no-leak,-1,OVERALL,0.102744,,
scenario_01937,no-leak,-1,P2,3e-06,1.1e-05,1.0
scenario_01937,no-leak,-1,P3,0.001934,0.004885,0.9976
scenario_01937,no-leak,-1,P5,0.042286,0.084178,0.6856
scenario_01937,no-leak,-1,P6,0.04014,0.082907,0.6854
scenario_01937,no-leak,-1,Q2a,2e-06,4e-06,0.9901
scenario_01937,no-leak,-1,Q4a,9e-06,1.8e-05,-6.4151
scenario_01937,no-leak,-1,Q5a,8e-06,1.8e-05,0.0
scenario_01937,no-leak,-1,OVERALL,0.012055,,
scenario_01938,no-leak,-1,P2,5e-06,7e-06,1.0
scenario_01938,no-leak,-1,P3,0.002579,0.004079,0.9979
scenario_01938,no-leak,-1,P5,0.108763,0.156549,0.6866
scenario_01938,no-leak,-1,P6,0.075369,0.093004,0.6104
scenario_01938,no-leak,-1,Q2a,2e-06,4e-06,0.9967
scenario_01938,no-leak,-1,Q4a,2.3e-05,3.3e-05,0.2594
scenario_01938,no-leak,-1,Q5a,1.6e-05,2e-05,-0.628
scenario_01938,no-leak,-1,OVERALL,0.02668,,
scenario_01939,no-leak,-1,P2,4e-06,6e-06,1.0
scenario_01939,no-leak,-1,P3,0.00104,0.002296,0.9982
scenario_01939,no-leak,-1,P5,0.021998,0.041535,0.6768
scenario_01939,no-leak,-1,P6,0.022265,0.042186,0.8936
scenario_01939,no-leak,-1,Q2a,1e-06,2e-06,0.997
scenario_01939,no-leak,-1,Q4a,5e-06,9e-06,0.0
scenario_01939,no-leak,-1,Q5a,5e-06,9e-06,0.6432
scenario_01939,no-leak,-1,OVERALL,0.006474,,
scenario_01940,no-leak,-1,P2,3e-06,6e-06,1.0
scenario_01940,no-leak,-1,P3,0.002174,0.004014,0.9972
scenario_01940,no-leak,-1,P5,0.084846,0.128758,0.7551
scenario_01940,no-leak,-1,P6,0.07165,0.093222,0.3873
scenario_01940,no-leak,-1,Q2a,2e-06,3e-06,0.9951
scenario_01940,no-leak,-1,Q4a,1.8e-05,2.7e-05,0.4319
scenario_01940,no-leak,-1,Q5a,1.5e-05,2e-05,-19.0666
scenario_01940,no-leak,-1,OVERALL,0.022673,,
scenario_01941,no-leak,-1,P2,9e-06,1.3e-05,1.0
scenario_01941,no-leak,-1,P3,0.017466,0.031787,0.995
scenario_01941,no-leak,-1,P5,0.162911,0.389706,0.6721
scenario_01941,no-leak,-1,P6,0.304882,0.86082,0.7676
scenario_01941,no-leak,-1,Q2a,1.4e-05,2.5e-05,0.9925
scenario_01941,no-leak,-1,Q4a,3e-05,7.3e-05,-148.5178
scenario_01941,no-leak,-1,Q5a,5.2e-05,0.000139,0.5017
scenario_01941,no-leak,-1,OVERALL,0.069338,,
scenario_01942,no-leak,-1,P2,2e-06,5e-06,1.0
scenario_01942,no-leak,-1,P3,0.001381,0.002838,0.9936
scenario_01942,no-leak,-1,P5,0.035723,0.077591,0.7939
scenario_01942,no-leak,-1,P6,0.025578,0.044247,0.5482
scenario_01942,no-leak,-1,Q2a,1e-06,2e-06,0.988
scenario_01942,no-leak,-1,Q4a,7e-06,1.6e-05,0.4818
scenario_01942,no-leak,-1,Q5a,5e-06,9e-06,0.0
scenario_01942,no-leak,-1,OVERALL,0.008957,,
scenario_01943,no-leak,-1,P2,7e-06,1.5e-05,1.0
scenario_01943,no-leak,-1,P3,0.004674,0.012247,0.996
scenario_01943,no-leak,-1,P5,0.081478,0.147366,0.7825
scenario_01943,no-leak,-1,P6,0.091937,0.160108,0.7277
scenario_01943,no-leak,-1,Q2a,4e-06,1e-05,0.9865
scenario_01943,no-leak,-1,Q4a,1.7e-05,2.9e-05,-48.8796
scenario_01943,no-leak,-1,Q5a,1.9e-05,3.2e-05,-7678.4092
scenario_01943,no-leak,-1,OVERALL,0.025448,,
scenario_01944,no-leak,-1,P2,6e-06,8e-06,1.0
scenario_01944,no-leak,-1,P3,0.007433,0.01203,0.9993
scenario_01944,no-leak,-1,P5,0.185234,0.282069,0.7587
scenario_01944,no-leak,-1,P6,0.09479,0.131291,0.9198
scenario_01944,no-leak,-1,Q2a,6e-06,1e-05,0.9987
scenario_01944,no-leak,-1,Q4a,3.7e-05,5.6e-05,0.3286
scenario_01944,no-leak,-1,Q5a,2e-05,2.7e-05,-2.4064
scenario_01944,no-leak,-1,OVERALL,0.041075,,
scenario_01945,no-leak,-1,P2,4e-06,8e-06,1.0
scenario_01945,no-leak,-1,P3,0.001242,0.002775,0.9933
scenario_01945,no-leak,-1,P5,0.016165,0.039146,0.6302
scenario_01945,no-leak,-1,P6,0.026239,0.075939,0.8015
scenario_01945,no-leak,-1,Q2a,1e-06,2e-06,0.989
scenario_01945,no-leak,-1,Q4a,3e-06,8e-06,0.0
scenario_01945,no-leak,-1,Q5a,5e-06,1.6e-05,0.5053
scenario_01945,no-leak,-1,OVERALL,0.006237,,
scenario_01946,no-leak,-1,P2,4e-06,7e-06,1.0
scenario_01946,no-leak,-1,P3,0.00209,0.003337,0.9986
scenario_01946,no-leak,-1,P5,0.081129,0.095973,0.8397
scenario_01946,no-leak,-1,P6,0.079434,0.106288,0.6935
scenario_01946,no-leak,-1,Q2a,2e-06,3e-06,0.9977
scenario_01946,no-leak,-1,Q4a,1.7e-05,2e-05,0.4119
scenario_01946,no-leak,-1,Q5a,1.7e-05,2.2e-05,-0.1367
scenario_01946,no-leak,-1,OVERALL,0.023242,,
scenario_01947,no-leak,-1,P2,6e-06,1.1e-05,1.0
scenario_01947,no-leak,-1,P3,0.013851,0.036945,0.9942
scenario_01947,no-leak,-1,P5,0.273879,0.584556,0.6137
scenario_01947,no-leak,-1,P6,0.60057,1.423261,0.7322
scenario_01947,no-leak,-1,Q2a,1.1e-05,2.9e-05,0.9907
